lattes id;coordenador;ano inicio;ano fim;titulo
4277471687235815.0;Rossana Maria de Castro Andrade;2012;2016;CNPq Procad/Casadinho - Programa Parceria em Pesquisa na Pós-Graduação
8434103815800686.0;Luciana Correia Lima de Faria Borges;2016;Atual;Desenvolvimento de Tecnologias Assistivas Personalizadas na FATA
752628717754854.0;Marcelo Adriano Duart;2011;2012;ESTUDO SOBRE CONCRETOS COMPACTADOS COM ROLO
4637203974207161.0;Miriam Struchiner;2022;Atual;ESCOLARIZAÇÃO ABERTA COM TECNOLOGIAS DIGITAIS: APROXIMANDO CURRÍCULO, ESCOLA E SOCIEDADE
4637203974207161.0;Cristian Gonzales Merino Rubilar;2015;2016;FORTALECIMIENTO A LA INVESTIGACIÓN Y DESARROLLO DE AMBIENTES DE APRENDIZAJES EN CIENCIAS CON INCLUSIÓN TECNOLÓGICA
3001004318811389.0;André Luís de Araujo;2017;Atual;Automatização De Processos Projetuais Em Arquitetura E Urbanismo: Prática E Reflexão
6399151468502223.0;Leonardo Ronald Perin Rauta;2021;Atual;Modelagem e simulação de foguete de baixa altitude
6399151468502223.0;Hendrie Nunes Ferreira;2019;2020;Avaliação morfológica e de viabilidade celular em leveduras sob diferentes condições de microgravidade
9716270626654260.0;Francisco Petrônio Alencar de Medeiros;2019;2023;Engenharia de Software Educacional
2288924975052379.0;MARINHO, F. C. C.;2013;2014;Livros Jogos Educacionais para Dispositivos Móveis
2288924975052379.0;Fabrício José Fernandino;2011;2014;Criação de Metodologias de Avaliação de Aprendizagem para o Espaço Interativo de Ciência da Vida
8073228416136256.0;MARCELO GITIRANA GOMES FERREIRA;2014;2019;Sistematização do uso de métodos e ferramentas para a avaliação da usabilidade e da experiência do usuário (UX) no design de produtos e sistemas
4282224955491397.0;Rodrigo Salvador Monteiro;2016;2020;ADDCement
3284179037499048.0;Antonio Carlos dos Santos Souza;2019;Atual;Apoio a Tecnologias Sociais, a Agrobiodiversidade e a Tecnologias em saúde
170862557823567.0;Maurício Rosa;2015;Atual;Educação do Campo Mobile: a formação inicial de professores com o uso de smartphones em termos das dimesnões matemática, pedagógica e tecnológica
4828490550640720.0;Rafael Piccin Torchelsen;2020;Atual;Simulação virtual para treinamento médico em procedimentos invasivos
7454736736043931.0;Marcelo Gattass;2007;2012;Inteligência Computacional para Sísmica
5458829100371043.0;Doris C C K  Kowaltowski;2020;Atual;User-Valued Innovations for Social Housing Upgrading through Trans-Atlantic Living Labs
5458829100371043.0;Regina Coeli Ruschel;2015;2018;O MANUAL DO PROPRIETÁRIO DA EDIFICAÇÃO INCORPORANDO A REALIDADE AUMENTADA
360083371873113.0;Flávia Cristina Martins Queiroz Mariano;2020;2021;Comparação de modelos SIR e redes neurais artificiais: um estudo com dados de COVID-19
8247753726650306.0;Nilton Nélio Cometti;2008;2010;TECNOLOGIA DE PRODUÇÃO EM CULTIVO HIDROPÔNICO EM AMBIENTE TROPICAL.
2442268371868612.0;Tales Miler Soares;2012;2014;Aproveitamento de águas salobras em sistemas hidropônicos como alternativa para o Semiárido
913547829667632.0;marcelo de almeida guimarães;2016;2016;DESEMPENHO PRODUTIVO E FISIOLÓGICO DA ALFACE EM SISTEMA HIDROPÔNICO SOB TEMPERATURA ELEVADA
4390172524223604.0;Pedro Raffy Vartanian;2022;Atual;Economia, mercado e determinantes de preços dos Non-Fungible Tokens (NFTs): uma análise econométrica
4323440096027225.5;Roberta Marins Nogueira Peil;2004;2011;Cultivo sem solo de hortaliças
6053030157161952.0;Glaucio da Cruz Genuncio;2017;Atual;Técnicas e tecnologias no cultivo de plantas hortícolas em Mato Grosso
6686078501319538.0;Ênio Farias de França e Silva;2011;2013;USO DE REJEITO DE DESSALINIZADRES E ÁGUA SUBTERRÂNEA SALINA NA PRODUÇÃO HIDROPONICA DE HORTALIÇAS
1996730931772855.2;Mário Monteiro Rolim;2008;2010;Viabilidade técnica e econômica do uso de rejeito de dessalinizadores em hidroponia NFT para produção agrícola no semi-árido brasileiro (DESSALI)
8161117990997275.0;Isaias Ferreira de Mendonça;2001;Atual;Estudo Nutricional da Alface Cultivada Hidroponicamente em Diferentes Soluções Nutritivas
7406267601146158.0;Osmar Souza dos Santos;2003;2004;TECNOLOGIA PARA PRODUÇÃO DE TOMATE EM HIDROPONIA
459747956580928.0;Sérgio Antonio Lopes de Gusmão;2009;2010;Cultivo de alface americana em hidroponia: efeito de aplicações foliares de boro na formação de cabeças comerciais
4858219292242433.0;Claudinei Fonseca Souza;2014;2016;Viabilidade da utilização de água de reuso no cultivo hidropônico de alface (Lactuca sativa L.)
1900191813995076.8;Helder Cesar dos Santos Pinto;2012;2013;CCRESCIMENTO DE ALFACE EM SISTEMA HIDROPÔNICO TIPO NFT EM BANCADA INDIVIDUAL.
1062179775650592.0;Wady Lima Castro Junior;2014;2015;Produtividade de alface (Lactuca sativa L.) hidropônica em função de diferentes dosagens de solução nutritiva - Sistema NFT
8741531993865421.0;Hans Raj Gheyi;2019;Atual;Cultivo hidropônico de hortaliças folhosas utilizando soluções nutritivas preparadas com águas salobras à diferentes temperaturas
8741531993865421.0;Vital Pedro da Silva Paz;2008;2012;Utilização de águas salobras no cultivo de hortaliças em sistema hidropônico como alternativa agrícola ao semi-árido brasileiro
9412345500207768.0;Maria Aparecida Nogueira Sediyama;2014;2018;Produção e qualidade de pimentão e pepino em sistema hidropônico - NFT
9412345500207768.0;JOSÉ GERALDO BARBOSA;2001;2004;Cultivo hidropônico de quatro variedades de Lisianthus, em sistema NFT, sob diferentes soluções nutritivas.
8252812532043518.0;Marinalva Woods Pedrosa;2000;2004;Queima das bordas das folhas em alface em cultivo hidropônic
2427136775530873.0;José Geraldo Barbosa;2000;2006;Cultivo hidroponico de quatro variedades de Lisianthus em sistema NFT, sob diferentes soluções nutritivas
5564394768331666.0;Antonio Alonso Cecon Novo;2008;2009;TECNOLOGIA DE PRODUÇÃO EM CULTIVO HIDROPÔNICO EM AMBIENTE TROPICAL
584425766553916.0;Giovanna Graziosi Casimiro;2014;Atual;ARt[in]Muzz
6001559184049370.0;Mirella de Medeiros Misi;2019;2020;Realidade Aumentada Espacial - Ateliê de Criação (ATO II)
3827444548540732.0;Adilson Vahldick;2022;Atual;Ferramenta de Autoria de Realidade Aumentada na Educação
9844015070032232.0;Edson Minatel;2014;2016;X-factory - inovação em processos industriais versáteis com modelo de fábrica inteligente para inclusão produtiva e aumento de competitividade
8064558616443413.0;Eunice Pereira dos Santos Nunes;2005;2007;Usando técnicas de realidade aumentada no processo de inclusão digital de crianças hospitalizadas. Cadastrado na Propeq sob número 090/CAP/2005
116830050245232.0;Paulo Roberto Boa Sorte Silva;2022;Atual;Inteligência artificial e metaverso nas linguagens e na educação: lugares-comuns da era pós-digital (Fase 2 do projeto guarda-chuva do grupo de pesquisa TECLA)
116830050245232.0;Nam Ju Kim;2019;2021;Realidade Aumentada em STEM (Financiamento do Provost Reserach Awards - University of Miami)
4465619366143200.0;Mylene Christine Queiroz de Farias;2019;Atual;Qualidade de Experiência em Vídeos Imersivos - Bolsa PQ
4611623889620565.0;Luis Fernando Soares;2016;2018;Desenvolvimento e aplicação de e-books interativos
2413369452452350.0;Liz Carmem Silva-Pereira;2022;Atual;DESENVOLVIMENTO DE UM APLICATIVO COM REALIDADE AUMENTADA PARA AUXÍLIO NO ENSINO DO CICLO DE REPRODUÇÃO DO MOSQUITO Aedes aegypti.
1584574231456379.0;Breno Maciel Souza Reis;2022;Atual;Tecnoexperiências em realidade virtual e aumentada: uma visão sob a perspectiva da comunicação publicitária
7229833456758125.0;Adriane Borda Almeida da SIlva;2014;Atual;Modela Pelotas IV
6495915655298176.0;Adriana Gomes Alves;2018;2018;Desenvolvimento de livro educativo digital interativo utilizando recursos de realidade aumentada
6817254319412151.0;Polise Moreira De Marchi;2012;2017;Cidade Aumentada: expandindo e estendendo as camadas informacionais urbanas no espaço e no tempo por meio da realidade mista
6919473605146182.0;Fabio Pinto da Silva;2019;Atual;Digitalização 3D associada a Realidade Virtual e Aumentada para a Preservação do Patrimônio Cultural
6919473605146182.0;Mariana Pohlmann de Oliveira;2018;Atual;Uso de Realidade Virtual e Realidade Aumentada como facilitadores da aprendizagem de conteúdos das disciplinas de desenho técnico
2746290295878975.0;Kate Mamhy Oliveira;2020;2021;O uso de recursos visuais na educação matemática: uma proposta de material didático bilíngue (libras/português)
8362852284802251.0;Tânia Rossi Garbin;2004;2005;Avaliação de Interfase de Sistema de Realidade Aumentada
2343273642042806.0;Márcia Regina de Freitas;2011;2014;Realidade Aumentada no suporte à avaliação pós-ocupação
6079106806518267.0;Will Ribamar Mendes Almeida;2013;2014;USO DA REALIDADE AUMENTADA EM AUXÍLIO À EDUCAÇÃO
1572779834379796.0;Eliane Schlemmer;2017;2020;A CIDADE COMO ESPAÇO DE APRENDIZAGEM: Educação para a cidadania em contextos híbridos, multimodais, pervasivos e ubíquos
3381049256541106.0;Marcelo Gitirana Gomes Ferreira;2012;2016;Avaliação da interação usuário-produto nas fases iniciais do projeto com o auxilio da prototipagem rápida por impressão 3D e da realidade aumentada
2125238602476950.0;Simone Keller Füchter;2019;2020;Energia limpas apresentadas por Realidade Aumentada
5666634758937148.0;TANIA ROSSI GABIN;2005;2007;SICARa - Sistema Complexo Aprendente: Um Ambiente de Realidade Aumentada para Educação
5666634758937148.0;CLÁUDIO KIRNER;2005;2007;Desenvolvimento do Livro de Realidade Aumentada para Crianças Portadoras de Necessidades Especiais - LIRA-SPEC
453892715674953.0;Flávio de Barros Vidal;2009;2010;Realidade Aumentada aplicada a Métodos de Controle Servovisual para Manipuladores Robóticos
8243001226255814.0;Pablo Alexandre Gobira de Souza Ricardo;2019;2021;Novas realidades: interfaces artísticas e construção de realidades
8539640315486570.0;Jose Eduardo De Lucca;2011;2013;Modelo sociotécnico para adoção de tecnologias de Realidade Mista em situações de ensino-aprendizagem
9999217523842384.0;Eliane Pozzebon;2023;Atual;Modelos de realidade mista baseado em volumes tridimensionais  de acervo DICOM agregando conceitos patologicos para aplicações no ensino da medicina
9999217523842384.0;Josete Mazon;2020;2021;Percepção e desempenho da aprendizagem por meio da utilização da Realidade aumentada como ferramenta de ensino nas aulas de Ciências.
326014908040698.0;Renata Lacerda Caldas;2017;2020;UNIDADE DE ENSINO POTENCIALMENTE SIGNIFICATIVA (UEPS) SOBRE CAMPO E CAMPO MAGNÉTICO NO ENSINO MÉDIO
141389002346917.0;Rejane Caetano Augusto Cantoni;2002;2003;Ambientes Inteligentes
8626964624628522.0;Antonio Carlos Sementille;2003;2008;Estudo, Projeto e Implementação de Ambientes de Realidade Combinada
3405035591225053.0;Renato Pires dos Santos;2017;2020;Aplicações da tecnologia blockchain no aprendizado de Ciências e Matemática
3554024776201116.0;Liliane da Silva Coelho Jacon;2020;Atual;EMPREGO DA REALIDADE AUMENTADA NO ENSINO DE GEOMETRIA ESPACIAL
6165964080419504.0;Josyanne Pinto Giesta;2020;2021;Realidade Virtual e Realidade Aumentada no processo de concepção e apresentação de projetos urbanísticos: Reinvente seu bairro
152834093913136.0;César Reis;2018;2019;Realidade aumentada no ensino de química:	desenvolvimento de objetos virtuais para aplicativo smartphone como proposta de ensino de eletroquímica
4778641486908033.0;CÉSAR IMAI;2016;Atual;A avaliação pré-projeto e sua contribuição na compreensão do ambiente construído pelo usuário: simulações por protótipos físicos e digitais
7143571029793493.0;Stephanie Kamarry Alves de Sousa;2018;2019;REALIDADE VIRTUAL E AUMENTADA: APOIO PARA A PRÁTICA CONTEXTUALIZADA E INTERDISCIPLINAR NA EDUCAÇÃO BÁSICA, TÉCNICA E TECNOLÓGICA
5752128941340564.0;Edgar Roberto Kirchof;2022;Atual;Literatura Infantojuvenil Digital: Imersividade e Poéticas da Ilusão
7887916265742854.0;Glaucia Nolasco de Almeida Mello;2020;2021;DESENVOLVIMENTO OBJETOS DE APRENDIZAGEM EM REALIDADE AUMENTADA PARA DISCIPLINAS DE ESTRUTRURAS DE CONCRETO DO CURSO DE ENGENHARIA CIVIL
3695860369495533.0;Fernanda Pozza da Costa;2010;2012;Análise de imagens de realidade aumentada utilizadas em procedimentos médicos : um estudo exploratório
3010497094377497.0;Tales Nereu Bogoni;2020;2021;Evidences 3D
9405118016902400.0;Edna de Mello Silva;2018;Atual;As narrativas imersivas em contextos multiplataforma
5998752909180697.0;Alyson de Jesus dos Santos;2017;2017;Sistema de Controle de Ponto de Venda (PDV)
3122373875381348.0;Larissa Cristina Cruz Brum;2017;Atual;Aplicações de Realidade Aumentada para alunos com baixa visão
4226175401428037.0;Mônica Rocha Ferreira de Oliveira;2017;2018;ANÁLISE E VISUALIZAÇÃO DE OBJETOS 3D UTILIZANDO VUFORIA
1934903225521860.0;Francisco Madeiro Bernardino Junior;2013;2016;Estudo, Avaliação e Desenvolvimento de Técnicas para Processamento de Imagens e Realidade Aumentada
148962230603842.0;Marcus Vinícius Liessem Fontana;2021;2022;Léxico Lúdico: o uso de Realidade Aumentada para o ensino de léxico na aprendizagem de línguas
34158944160742.0;Cássia Helena José Barbosa;2014;2016;Paralelas Cruzadas: propostas poéticas em arte móvel.
2087785677186784.8;Isabel Dillmann Nunes;2006;2007;Realidade Aumentada para Celular
4394162331037750.5;Ney Calazans;2011;2015;Sistemas Integrados Multiprocessados para Suporte a Realidade Aumentada em Dispositivos Móveis - MRM
1900481113982922.0;Raphael Pereira de Oliveira;2019;2020;Desenvolvimento de Jogo Educacional com Realidade Aumentada para Auxílio no Processo Ensino-Aprendizagem de Química no Ensino Médio
555490225765351.0;Sergio da Costa Nunes;2015;2015;CONSTRUÇÃO DE OBJETOS DE APRENDIZAGEM SEGUNDO AS PREMISSAS DO DESIGN INSTRUCIONAL, PARA UTILIZAÇÃO EM VÍDEO AULAS NA WEB TV
9202801399600456.0;Jorge Antonio Silva Centeno;2013;Atual;Realidade Aumentada como apoio em Pesquisas Populacionais
8795066026611789.0;Maurício José Laguardia Campomori;2017;Atual;PLAID-UNIVERCEMIG - Plataforma digital para treinamento de pessoal.
5034444360451621.0;Ingrid Winkler;2022;Atual;INCITE Indústria 4.0 - Instituto de Ciência, Inovação e Tecnologia em Indústria 4.0 do Estado da Bahia
8395074750110051.0;Andréia Machado Oliveira;2017;2019;Imagem E.F.Ê.M.E.R.A. - Exibições FullDome e Experiências em Mídias Emergentes e Realidade Aumentada
9756167788721062.0;Nelson Cruz Sampaio Neto;2015;2016;Interação por Voz em Ambientes de Realidade Aumentada Móvel.
9163421021115380.0;Maria Cristiane Barbosa Galvão;2016;2021;Realidade aumentada como mecanismo de humanização da assistência em saúde no HC Criança
4340581249924621.0;Marcelo Almeida Bairral;2023;Atual;Interações e aprendizagens em dispositivos móveis com toques em tela: perspectivas a partir da educação matemática
4340581249924621.0;Rosa Monteiro Paulo;2019;2022;A Constituição do Conhecimento Matemático com a Realidade Aumentada
4313837720967509.0;Renato Francisco Merli;2021;Atual;Metodologias Diferenciadas No Ensino Utilizando Diferentes Tecnologias Da Comunicação E Da Informação
7743413541317069.0;Ana Lúcia de Camargo Harris;2009;2011;Realidade Aumentada em sala de aula
2029488267292298.0;Breno de Paula Andrade Cruz;2016;2017;Realidade Aumentada e Consumo: Análise Exploratória do Aplicativo Pokemon Go
9557488934243728.0;Patrick Hung;2014;2014;Augmented Reality (AR) Toys Computing Management
9719247117370600.0;Claudia Maria Lima Werner;2019;2023;3D SETeaching: o Ensino de Engenharia de Software utilizando Ambientes Tridimensionais
9719247117370600.0;Rosangela Alves Pereira;2015;2017;Prevenção da Obesidade e Promoção da Alimentação Saudável em Adolescentes de Áreas com Elevada Prevalência de Insegurança Alimentar: Atuando sobre a Alfabetização Alimentar e Fatores Psicossociais
8479082398514293.0;Marcelo Becker;2021;Atual;Desenvolvimento de protótipo funcional validado em ambiente relevante para Inteligência Aumentada em Redes de Valor Global
483707899231728.0;Ney Laert Vilar Calazans;2011;2015;MRM - Sistemas Integrados Multiprocessados para Suporte a Realidade Aumentada em Dispositivos Móveis
8630348977498378.0;Felipe Barreto Campelo Cruz;2016;Atual;Emprego da Realidade Virtual e da Realidade Aumentada como Ferramentas Potencializadoras no Aprendizado.
8803074727773178.0;Luiz Gabriel Maturana;2019;2019;Realidade aumentada do corpo humano no ambiente escolar
4185679659611455.0;Paulo Eigi Miyagi;2019;Atual;Sistemas Avançados de Apoio ao Operador de Campo
4185679659611455.0;Jun Okamoto Junior;2013;2016;Sistema de Montagem Assistida por Realidade Aumentada
521761025000380.0;Cléber Gimenez Corrêa;2019;2021;Estudo da atividade de teste de software em sistemas com saídas complexas
2079633512626784.8;Leandro Soares Guedes;2019;2019;Realidade Aumentada para Interação com o Crescimento de Plantas
8718817544368643.0;Fabio de Souza Alves;2022;Atual;Construção de Materiais Educacionais com Realidade Aumentada
1592443578418038.0;Rosangela da Silva Leote;2002;2009;O potencial Performático e as Interfaces Hipermídias pelo viés das Estéticas Tecnológicas
6870215264506097.0;Lucia Teixeira de Siqueira e Oliveira;2012;2016;Multibreagem: projeções de pessoa, espaço e tempo em discursos publicitários mediados por tecnologias de realidade aumentada
412919715126909.0;Fernando Selleri Silva;2021;Atual;Estudos sobre Tecnologias Digitais no Ensino de Matemática: Inclusão Digital e Novas Abordagens
3551791407985761.0;Antônio Pedro da Silva Júnior;2010;2011;Desenvolvimento da Visualização Espacial a partir da mediação de Recursos Tecnológicos como Realidade Aumentada e Estereoscopia
6491874206037524.0;Rogério Colpani;2014;2017;Realidade Aumentada aplicada à Educação
6491874206037524.0;Murillo Rodrigo Petrucelli Homem;2014;2015;Realidade Aumentada e Gamificação aplicada à Deficiência Intelectual
7514305376858192.0;Luciano Silva;2004;2015;Ambientes e Frameworks para Realidade Virtual e Aumentada
5925784315354434.0;Clicéres Mack Dal Bianco;2014;2015;ESTUDO E DESENVOLVIMENTO DE UM MODELO PARA A ELABORAÇÃO DE MATERIAL DIDÁTICO USANDO REALIDADE AUMENTADA MEDIADA POR DISPOSITIVOS MÓVEIS
6263913436052996.0;Hermes Renato Hildebrand;2018;2023;O Design Digital, as Redes Digitais e a Inteligência Artificial e Computacional nas Artes
9911012866860858.0;Filipe Pereira Mesquita dos Santos;2017;2018;Inserções Tecnológicas em Museus de Ciência
8516604648327493.0;Rosaria Ono;2021;2022;Protocolo integrado para documentação HBIM (Heritage Building Information Modeling) e desenvolvimento de um gêmeo digital para a gestão, conservação e divulgação do Museu Republicano
4440595486888973.0;Heliana Bezerra Soares;2016;2019;O uso da Realidade Aumentada na Educação Lúdica
4731132112733505.0;Adinovan Henriques de Macedo Pimenta;2019;2020;A gameficação como ferramenta de apoio ao processo cognitivo de crianças autistas
4571544548251124.0;Victor Gonçalves Gloria Freitas;2018;Atual;O USO DE AVATARES COMO ESTRATÉGIA DE ENGAJAMENTO E SUCESSO DOS ESTUDANTES EM CURSOS DE GRADUAÇÃO A DIST NCIA
9183721973235194.0;Eduardo Pellanda;2020;2022;Estudo sobre Interfaces de RV e RA para entretenimento, esporte e jornalismo
4744915461420609.0;Dalton Solano dos Reis;2020;Atual;[388/2020] Simulador de Ecossistemas Utilizando Realidade Aumentada
5433104851214346.0;Edgard Afonso Lamounier Junior;2010;2012;Desenvolvimento de um sistema de realidade aumentada imersiva para simulação e treinamento de usuários de próteses de membros superiores
1562357566810393.0;Marcelo Knorich Zuffo;2005;2006;GIVA-VR (Plataformas para o Desenvolvimento de Aplicações de Realidade Virtual Imersiva e Distribuída sobre Redes de Altíssima Velocidade
1402289786010170.0;Antônio Pereira Júnior;2012;Atual;LEITURA + NEUROCIÊNCIAS ­ Melhoria da Compreensão Leitora no Programa Mais Educação: Tempo, Espaço e Atividades Linguístico­Pedagógicas Inovadoras na Educação Integral
2704085730058906.0;Ana Lúcia Nogueira de Camargo Harris;2010;Atual;A APLICABILIDADE DA REALIDADE AUMENTADA COMO FERRAMENTA DE INFORMAÇÃO NA ÁREA DE ARQUITETURA E CONSTRUÇÃO
5938003791536092.0;Rosinei Batista Ribeiro;2016;2020;História e tecnologia: O uso do QR Code na disseminação histórico-cultural dos personagens ícones da história do desenvolvimento do município de Lorena-SP
9016360553400036.0;Maria Lencastre Pinheiro de Menezes Cruz;2010;2012;Ambiente Virtual Colaborativo com Realidade Aumentada para Modelagem e Simulação de Sistemas de Eventos Discretos
6602202569381703.0;Luciano Denardin de Oliveira;2019;Atual;Estudo comparativo de softwares de realidade aumentada para o incremento de materiais didáticos de ciências e matemática
9907691146700228.0;Márcio Antônio Duarte;2019;Atual;Desenvolvimento de estratégias de Realidade Aumentada e Virtual para o tratamento de acrofobia, aracnofobia e claustrofobia.
1538338871689655.0;Cláudio Rosito Jung;2016;2016;BRTracking - Reconstrução de objetos 3D Usando Câmeras RGB-D para Blended Reality
8057011287660102.0;Maria Alice Grigas Varella Ferreira;2007;2010;Tidia-Ae - Fase II
4754106250302979.0;IVANA MÁRCIA  OLIVEIRA MAIA;2022;Atual;METODOLOGIA DE PESQUISA ICONOGRÁFICA E ICONOLÓGICA DE PADRÃO AZULEJAR DE FACHADA DO CENTRO HISTÓRICO DE SÃO LUÍS - Domínio Design
1974791787566027.2;Mauricio Marengoni;2010;2017;Uso de Visão Computacional em Sistemas de Realidade Aumentada
346488880579660.0;Nivea Gabriela Benevides de Albuquerque;2017;Atual;PRO3157-2017: Realidade Aumentada aplicada ao Estudo de Cargas Móveis para Pontes Ferroviárias e Modelagem de Material Rodante
1734032782594771.0;Hugo Fuks;2014;Atual;Wearable inteligente para apoiar a  melhoria da mobilidade em Deficientes Visuais (R$130.000,00 Edital MCTI-SECIS/CNPq Nº 84/2013 ? TECNOLOGIA ASSISTIVA)
7259733398888112.0;Valéria Ilsa Rosa;2016;Atual;Design inclusivo: projeto de artefato para crianças com Transtorno do Espectro do Autismo (TEA)
8974163389393254.0;Celina Figueiredo Lage;2019;2021;Acropolis Remix:  o livro de artista e a exposição de arte em realidade aumentada
5870097378411046.0;Eduardo Lázaro M Naves;2015;Atual;Sistema multimodal para treinamento a distância em ambiente virtual ou de realidade aumentada destinado aos usuários de cadeiras de rodas motorizadas
6413917211782026.0;Carina Marconi Germer;2023;Atual;Monitoring and Delivering Personalised Hand Neurorehabilitation through Virtual Activities Controlled by the Neural Drive
3511080974185660.0;Teresinha Letícia da Silva;2013;2014;Estudo e Desenvolvimento de Ferramentas Educacionais Utilizando Realidade Aumentada para Auxiliar no Processo Ensino/Aprendizagem
7333630388674574.0;Eduardo Filgueiras Damasceno;2014;Atual;ReabilitAR
3776300004312848.0;Djamel Fawzi Hadj Sadok;2019;2020;Human Robot Safe Collaboration HOSA
8102317618771770.0;Rogélio dos Reis Dias;2010;2010;IMPLEMENTAÇÃO DE UM APLICATIVO DE OBJETO APRENDIZAGEM POR MEIO DA REALIDADE AUMENTADA NO AUXÍLIO À EDUCAÇÃO
374012247711818.0;Cecilia Felix Andrade Silva;2020;2021;Produção de Material Didático para o Ensino de Geomorfologia: atividades sustentáveis interdisciplinares nas Ciências da Terra
374012247711818.0;Paulo Raimundo Pinto;2009;2010;Realidade Aumentada e Sensoriamento de Movimentos como Ferramenta de Apoio ao Ensino de LIBRAS ? Língua Brasileira de Sinais
2898287066021373.0;Guilherme Cañete Vebber;2019;Atual;DESENVOLVIMENTO DE EXPERIMENTOS DE FÍSICA POR REALIDADE VIRTUAL E AUMENTADA
1722113830390578.0;Débora Aita Gasparetto;2018;Atual;História da Arte em Realidade Aumentada
7949216376138752.0;Fabio Britto de Carvalho Almeida;2017;Atual;Realidade Aumentada e Realidade Virtual aplicadas à Inovação Industrial
9369447081315500.0;Frederico da Silva Reis;2022;Atual;A utilização integrada da Realidade Aumentada com o Software GeoGebra na perspectiva da aprendizagem móvel de Geometria Espacial
3393043381118573.0;Ana Paula Piovesan Melchiori;2011;Atual;CRIAÇÃO DE SOFTWARE DE AVALIAÇÃO POSTURAL EM TEMPO REAL UTILIZANDO REALIDADE AUMENTADA
9346178640224900.0;Luciene Cavalcanti Rodrigues;2015;2015;Interatividade e uso de Realidade Aumentada na Educação: Criação de Objetos de Aprendizagem Lúdicos e Interativos para a Educação Infantil
8801732223393154.0;Xisto Serafim de Santana de Souza Júnior;2020;2021;Portal interativo para informações turísticas: uma contribuição geográfica para consolidação de Campina Grande como cidade inteligente
1478736054440106.0;Alessandra Lopes Carvalho;2019;2020;Realidade aumentada aplicada à tomada de decisão em manutenção: desenvolvimento de um produto com fins educacionais
6294967085470113.0;Luiz Cláudio Machado dos Santos;2009;2012;Um Modelo Computacional para Simulação e predição de cirurgias craniofaciais em ambiente de realidade aumentada
9894979508465212.0;Guilherme Henrique Barros de Souza;2016;2018;TURISMO E TECNOLOGIA: UTILIZAÇÃO DE CONCEITOS DE BIG DATA E INTERNET DAS COISAS NO PROCESSO DE PLANEJAMENTO E DESENVOLVIMENTO DO TURISMO
1095395084173623.0;Fernando Firmino da Silva;2019;2020;Mobilidades e inovação em narrativas performáticas de Realidade Virtual e Realidade Aumentada em organizações jornalísticas tradicionais e plataformas nativas digitais
7757325848359242.0;Edmilson Barbalho Campos Neto;2013;2013;Desenvolvimento de uma plataforma integrada de marketing digital e realidade aumentada para eventos
6482186733034818.0;Sandro Canavezzi de Abreu;2021;Atual;Realidade Virtual (Rv), Realidade Aumentada (Ra) E Arte: Potencializando O Processo De Ensino/Aprendizagem
1229329519982110.0;Edgard Lamounier;2010;2012;FAPEMIG (APQ-01156-10) Desenvolvimento de um sistema de realidade aumentada imersiva para simulação e treinamento de usuários de próteses de membros superiores
3914159735707328.0;Cristiano André da Costa;2011;2014;Alfa Gaviota: Grupos Académicos para la VIsualización Orientada por Tecnologías Apropiadas - Edital Alfa III (Comunidade Européia)
5021830666471504.0;Mayara Lustosa de Oliveira Barbosa;2018;Atual;Elaboração de aplicativo mobile em Realidade Aumentada como recurso didático para o ensino de Reações Químicas
9306302347633372.0;Emerson de Sousa Costa;2019;2020;Desenvolvimento de jogos e aplicativos em realidade virtual e realidade aumentada para área educacional com ênfase no ensino de matemática
4791589931798048.0;Esteban Walter Gonzalez Clua;2015;2017;Projeto Universal - Classe B: Ambientes Virtuais Esportivos Para Deficientes Físicos baseado em novos dispositivos de games com Realidade Virtual e Captura de Elementos Reais
9459123297426460.0;André Fagundes Pase;2019;2020;Espaços Ressignificados: Análise das Possibilidades da Realidade Aumentada Para a Comunicação
318265263510499.0;Sérgio Clayton Viana Pinheiro;2005;2006;Realidade Aumentada aplicada em Visualização de Informação - PIBIC CNPQ 2005/2006
3503283763120199.0;josivan Rodrigues dos Reis;2020;2021;Aplicativo de realidade aumentada para o ensino-aprendizagem dos alunos de educação básica
7762357601824088.0;Silmar Silva Teixeira;2017;2018;Desenvolvimento de aplicativo m-learning com realidade aumentada para processo de aquisição de conhecimento
8323561425603787.0;Adriane Borda;2013;2013;Projeto Modela Pelotas
9138713186222688.0;Diane Belusso;2016;2017;A tecnologia Realidade Aumentada (RA) no ensino de geografia: desafios e possibilidades.
7206645857721830.0;Luciana de Oliveira Berretta;2008;2010;O ensino de neuroanatomia através de peças anatômicas virtuais: Uma abordagem interativa com Realidade Aumentada.
9375430645513796.0;Agrinaldo Jacinto do Nascimento Junior;2018;Atual;ELABORAÇÃO DE APLICATIVO MOBILE EM REALIDADE AUMENTADA COMO RECURSO DIDÁTICO PARA O ENSINO DE REAÇÕES QUÍMICAS
3767009717402045.0;Lamounier, E.;2012;Atual;Desenvolvimento do jogo improved life para reabilitação psicomotora com abordagem pedagógica
8886697697917438.0;Carla Viana Coscarelli;2019;Atual;Realidade aumentada: buscando formas de promover a leitura e a aprendizagem
3683706649252319.0;Ezequiel Roberto Zorzal;2019;2020;Realidade Aumentada Adaptativa Móvel com Técnicas de Gamificação Aplicada no Ensino
