lattes id;coordenador;ano_inicio;ano_fim;titulo;Assunto
2125238602476950;Simone Keller Füchter;2015;2016;CONSTRUÇÃO DE UM AMBIENTE REALÍSTICO EM 3D DE UMA UNIVERSIDADE VIRTUAL PARA USO EM EAD E GAME EDUCACIONAL;Realidade Virtual
5666634758937148;CLÁUDIO KIRNER;2005;2007;Desenvolvimento do Livro de Realidade Aumentada para Crianças Portadoras de Necessidades Especiais - LIRA-SPEC;Realidade Virtual
5666634758937148;;2003;2005;ECRAM - Ensino de Ciências com Realidade Aumentada e Misturada;Realidade Virtual
5666634758937148;Carlos Alberto Dainese;2000;2001;Desenvolvimento de Ambiente Virtual para Aplicações Educacionais;Realidade Virtual
1891722115880803;Samuel Barros de Medeiros Albuquerque;2020;2021;Felisbelo Freire: Lugares de Memória e Realidade Virtual nas comemorações dos 200 anos da Emancipação Política de Sergipe;Realidade Virtual
1086580077384625;Elomar Christina Vieira Castilho Barilli;2000;2007;A Tecnologia de Realidade Virtual para Apoiar Processos de Formação em Saúde a Dist;Realidade Virtual
1744732999336375;Windson Viana de Carvalho;2022;Atual;Proveniência de Dados e Realidade Virtual no apoio ao ensino de O&M para pessoas com deficiência visual;Realidade Virtual
1744732999336375;Windson Viana de Carvalho;2012;2013;Inserção de técnicas de Design de Jogos e Realidade Virtual e Aumentada para Auxílio ao Ensino de Medicina;Realidade Virtual
463597348066713;;2017;2019;Arte e Tecnologia: a dimensão espiritual da técnica Jeff Koons, Olafur Eliasson, Marina Abramovic e as experiências com Realidade Virtual;Realidade Virtual
9191367611165370;Fernando Amâncio Aragão;2011;2012;Reabilitação do controle postural de indivíduos com seqüelas motoras por meio de jogos em realidade virtual;Realidade Virtual
9942240121225139;Eduardo Todt;2015;2020;Fusão de Sensores e Paralelismo em Sistemas Embarcados para Localização de Robôs Móveis;Realidade Virtual
9942240121225139;Luis Carlos Erpen de Bona;2009;2014;Laboratório Associado ao IINCT-MACC (Edital MCT/CNPq/FNDCT/CAPES/FAPEMIG/FAPERJ/FAPESP No. 015/2008 - Institutos Nacionais de Ciência e Tecnologia - processo no. 573710/2008-2);Realidade Virtual
8426984413248108;Eduardo Setton Sampaio da Silveira;2006;2012;Projeto da Rede Temática de Computação Científica e Visualização - RTCCV;Realidade Virtual
8426984413248108;Eduardo Setton Sampaio da Silveira;2003;2005;Integração e Visualização 3D do Processo de Lançamento e Cravação de Estacas Torpedo para Sistemas de Ancoragem de Plataformas em Águas Profundas;Realidade Virtual
4682380099012723;Luiz Landau;2018;2020;PEC-21448-Simulador de Emergência Virtual;Realidade Virtual
4181453950991454;Liliana Maria Passerino;2016;Atual;Proposta Inovadora de Tecnologia Assistiva para Inclusa&#771,o e Aprendizagem (PITAIA) em Cie&#770,ncias para alunos com deficie&#770,ncia na comunicac&#807,a&#771,o;Realidade Virtual
9999217523842385;Eliane Pozzebon;2023;Atual;WorkWise: Ferramenta embarcada inteligente de realidade virtual de apresentação de profissões;Realidade Virtual
4816882323293632;;2012;2019;Os efeitos da realidade virtual não-imersiva na funcionalidade de membros superiores e inferiores de pacientes com doença de Parkinson;Realidade Virtual
2881163929005493;;1999;2000;Arte Computacional: criação de sistema computacional interativo em realidade virtual composto por mundos virtuais e avatares;Realidade Virtual
2881163929005493;;1998;1999;Espaço-tempo na Realidade Virtual;Realidade Virtual
2881163929005493;;1998;1998;Estudos em design para a criação de interfaces multimídia;Realidade Virtual
1161317972489632;Roberto Aizik Tenenbaum;2015;Atual;PROCIÊNCIA UERJ 2015-2018: SISTEMAS DINÂMICOS DA MECÂNICA: PROBLEMAS DIRETOS E INVERSOS EM DINÂMICA, ACÚSTICA E VIBRAÇÕES COM APLICAÇÕES EM SEGURANÇA, CONFORTO E QUALIDADE AMBIENTAL;Realidade Virtual
1161317972489632;Roberto Aizik Tenenbaum;2012;2015;PENSA-RIO: Modelagem e simulação computacionais em dinâmica, acústica e vibrações e sua validação;Realidade Virtual
1161317972489632;Roberto Aizik Tenenbaum;2008;2011;AMPLIAÇÃO DA COMPETÊNCIA INSTALADA NA ÁREA DE DINÂMICA, ACÚSTICA E VIBRAÇÕES NA REGIÃO SERRANA DO ESTADO DO RIO DE JANEIRO;Realidade Virtual
1161317972489632;Roberto Aizik Tenenbaum;2008;2011;CIENTISTAS DO NOSSO ESTADO 2008: APOIO À PESQUISA EM DINÂMICA, ACÚSTICA E VIBRAÇÕES E À AMPLIAÇÃO DO LABORATÓRIO DE INSTRUMENTAÇÃO EM DINÂMICA, ACÚSTICA E VIBRAÇÕES DO INSTITUTO POLITÉCNICO;Realidade Virtual
1279214597458082;;2021;Atual;O POTENCIAL DA REALIDADE VIRTUAL IMERSIVA PARA O ENSINO HÍBRIDO DAS CIÊNCIAS EXATAS;Realidade Virtual
5826842469212021;Flávia Doná;2012;Atual;Realidade virtual como ferramenta na reabilitação da marcha de pacientes com vestibulopatia;Realidade Virtual
5826842469212021;Camila Macedo;2009;2011;Influência das informações sensoriais no equilíbrio corporal estático de idosos vestibulopatas;Realidade Virtual
5826842469212021;Juliana Maria Gazzola;2006;2010;CONTROLE POSTURAL DE IDOSOS VESTIBULOPATAS CRÔNICOS SUBMETIDOS À ESTIMULAÇÃO VISUAL POR REALIDADE VIRTUAL;Realidade Virtual
6566105969072228;Hugo Leonardo Pereira Rufino;2012;2013;Laboratório Virtual de Montagem e Manutenção de Computadores;Realidade Virtual
338978144201051;Fábio G. Teixeira;2001;2007;Desenvolvimento de Ambiente de Aprendizagem Hipermídia (HyperCal GD) para Ensino de Geometria Descritiva Básica;Realidade Virtual
3335633004443074;Julio Guilherme Silva;2017;Atual;Realidade Virtual e rabilitação física das disfunções neuromusculoesqueléticas.;Realidade Virtual
5035762125459415;Marcelo de Paiva Guimarães;2021;2022;Café paulista: aromas virtuais (Gestão e execução do projeto);Realidade Virtual
5035762125459415;Marcelo de Paiva Guimarães;2019;2022;Display olfativo para óculos de realidade virtual (Gestão e execução do projeto);Realidade Virtual
5035762125459415;Marcelo de Paiva Guimarães;2013;Atual;Métodos e técnicas para o desenvolvimento de aplicações de realidade virtual cooperativas distribuídas (Gestão e execução do projeto);Realidade Virtual
8067391099670818;Silvana Corrêa Matheus;2014;Atual;REALIDADE VIRTUAL: POSSIBILIDADE DE TREINAMENTO PARA A POPULAÇÃO (PROJETO GUARDA-CHUVA);Realidade Virtual
6604415685816747;Luciana Auxiliadora de Paula Vasconcelos;2008;2009;O uso da ilusão óptica em pacientes hemipléticos pós acidente vascular encefálico;Realidade Virtual
5813806316468531;Ester Liberato Pereira;2016;2018;Exercício físico, saúde física e mental de idosos;Realidade Virtual
6165964080419504;Josyanne Pinto Giesta;2018;2019;Análise do potencial da utilização de Modelos 3D e Realidade Virtual como facilitadores do processo ensino/aprendizagem no curso de Edificações;Realidade Virtual
6165964080419504;Josyanne Pinto Giesta;2018;2019;Realidade Virtual como facilitador no processo de planejamento de layout de canteiros de obra;Realidade Virtual
6165964080419504;Josyanne Pinto Giesta;2018;2018;Aplicação da tecnologia de Realidade Virtual no ensino de Edificações;Realidade Virtual
4903908392101557;Tatiana Aires Tavares;2001;2004;ICSPACE - Um Centro Cultural na Internet;Realidade Virtual
8794441658476782;Fátima;2010;Atual;ViMeT - Projeto e Implementação de um Framework para Aplicações de Treinamento Médico usando Realidade Virtual;Realidade Virtual
5645701615592011;;2021;2021;Efeitos da Estimulação transcraniana por corrente contínua e da realidade virtual na mobilidade de tronco de indivíduos com Doença de Parkinson;Realidade Virtual
5645701615592011;;2021;2021;Atenção à saúde dos indivíduos com Doença de Parkinson: efeitos da realidade virtual associada à estimulação transcraniana por corrente contínua na atividade muscular.;Realidade Virtual
5641377418587413;Christian Haag Kristensen;2008;Atual;Uso de Realidade Virtual no Tratamento Cognitivo-Comportamental do Transtorno de Estresse Pós-Traumático;Realidade Virtual
4835234239471713;Fernando Silva Parreiras;2018;2020;P&D CEMIG D0595 - Desenvolvimento de Conhecimento Tácito e Alternância Pedagógica na Formação de Profissionais para atuação no Setor Elétrico;Realidade Virtual
1450824752280712;;2004;2009;Uma ferramenta em realidade virtual para o desenvolvimento da habilidade de visualização espacial;Realidade Virtual
1450824752280712;Tereza Gonçalves Kirner;2001;2001;Museu Virtual;Realidade Virtual
5793944765294091;;2017;Atual;Protótipo de Tecnologia Assistiva para  Pessoas com Retinose Pigmentar;Realidade Virtual
556025239906941;Heleno Murilo Campeão Vale;2008;2012;Laboratório Multiusuário de Visualização 3D Imersiva;Realidade Virtual
7511905330795162;Fernando Parra dos Anjos Lima;2022;Atual;Desenvolvimento de um Sistema para Ensino da História da Computação Utilizando Realidade Virtual;Realidade Virtual
7511905330795162;Fernando Parra dos Anjos Lima;2021;2022;Aplicação da Realidade Virtual com Ferramenta de Ensino-Aprendizado;Realidade Virtual
7511905330795162;Fernando Parra dos Anjos Lima;2020;2021;Realidade Virtual Aplicada como Tecnologia de Informação e Comunicação (TIC) no Ensino Médio;Realidade Virtual
8243781392342839;Alcyr Alves de Oliveira;2018;Atual;Realidade virtual e paralisia cerebral grave;Realidade Virtual
8243781392342839;Alcyr Alves de Oliveira;2018;Atual;Realidade virtual e Sarcopenia;Realidade Virtual
8243781392342839;Alcyr Alves de Oliveira;2018;Atual;Realidade virtual e autismo;Realidade Virtual
8243781392342839;Alcyr Alves de Oliveira;2017;Atual;Realidade Virtual e neuroestimulação;Realidade Virtual
8243781392342839;Alcyr Alves de Oliveira;2016;Atual;Realidade virtual e doença de Parkinson;Realidade Virtual
8018788492846096;Ricardo Azambuja Silveira;2017;Atual;Modelagem de Sistemas Multiagente com Abordagem Cognitiva Baseado em Sistemas Multicontexto Para Ambientes Heterogêneos Abertos;Realidade Virtual
6560346309368052;;2016;2017;Realidade Virtual +VRBOX;Realidade Virtual
403732822984772;;2009;2014;INCT-MACC Instituto Nacional de Ciencia e Tecnologia em Medicina Assistida por Computação Científica;Realidade Virtual
6290015172628054;Antonio Egidio Nardi;2008;Atual;Fobia de voar e fobia de dirigir automóveis: o uso da realidade vitual. Aspectos fisiológicos, neuroimagem e tratamento.;Realidade Virtual
3876162551047333;Michel Barbosa de Araújo;2018;2022;USO DO DE REALIDADE VIRTUAL COM OS ÓCULOS GEAR VR PARA REABILITAÇÃO MOTORA DE CRIANÇAS COM PARALISIA CEREBRAL;Realidade Virtual
1050567032375329;Heloisa Helena Caovilla Malavasi Ganança;2010;Atual;Posturografia do balance rehabilitation unit (BRU®) em pacientes com distúrbios do equilíbrio corporall;Realidade Virtual
1050567032375329;Fernando Freitas Ganança;2005;Atual;Reabilitação do Equilibrio Corporal;Realidade Virtual
7356791944482896;Josevan Cerqueira Leal;2016;Atual;Usabilidade, aplicabilidade e potencial terapêutico de sistemas de realidade virtual imersiva em pacientes com lesões neurológicas;Realidade Virtual
7356791944482896;Felipe Augusto dos Santos Mendes;2016;Atual;Aplicabilidade e potencial terapêutico de sistemas de realidade virtual imersiva em pacientes com lesões neurológicas;Realidade Virtual
7356791944482896;Felipe Augusto dos Santos Mendes;2016;Atual;DESENVOLVIMENTO DE JOGO VIRTUAL PARA DETECÇÃO DE ALTERAÇÕES NA MARCHA EM DUPLA TAREFA PARA INDIVÍDUOS COM DOENÇA DE PARKINSON;Realidade Virtual
7356791944482896;Josevan Cerqueira Leal;2013;2016;Aprendizado motor e modificações em aspectos clínicos e funcionais após treinamento baseado em realidade virtual em pacientes com a Doença de Parkinson e idosos saudáveis: efeitos das demandas dos jogos de vídeo games.;Realidade Virtual
2162574207370950;Regina Célia Coelho;2003;2008;Visualização e Interação com Estruturas Neurais Fracionárias;Realidade Virtual
9701874166391396;;2023;Atual;Um estudo sobre o potencial da realidade virtual no aprendizado de vocabulário em língua inglesa;Realidade Virtual
1475439425044370;Régis Gemerasca Mestriner;2018;Atual;Sistema inversor de visualização de lateralidade corporal (Mirror Up) como estratégia terapêutica adjuvante na reabilitação sensório-motora funcional de sujeitos acometidos por acidente vascular cerebral (AVC);Realidade Virtual
7887916265742855;Glaucia Nolasco de Almeida Mello;2023;Atual;DESENVOLVIMENTO OBJETOS DE APRENDIZAGEM EM RV/RA ASSOCIADOS À TECNOLOGIA HBIM PARA OS CONTEÚDOS DE AVALIAÇÃO DE ESTRUTURAS;Realidade Virtual
3594954478523378;Bianca Simone Zeigelboim;2015;Atual;Avaliação e reabilitação vestibular em doenças neurodegenerativas;Realidade Virtual
3594954478523378;Bianca Simone Zeigelboim;2000;Atual;Avaliação otoneurológica no diagnóstico diferencial das vestibulopatias;Realidade Virtual
3543447716539874;Mauricio Rosa;2014;2015;EDUCAÇÃO MATEMÁTICA HIGH TECH: DA CYBERFORMAÇÃO DE PROFESSORES AO ENSINO E APRENDIZAGEM DE MATEMÁTICA COM O USO DE INTERFACES NATURAIS (TECNOLOGIAS BASEADAS EM GESTOS, SONS E TOQUE);Realidade Virtual
6459410325573372;Giovanni Cordeiro Barroso;2005;2007;Comunicação Gestual à Distância com Humanóides Virtuais: Aplicações na Educação;Realidade Virtual
9924565440571557;Talita Dias da Silva;2019;Atual;Avaliação de desempenho, funcionalidade e modulação autonômica cardíaca em praticantes de atividade física e esporte adaptado por meio do uso de tecnologia.;Realidade Virtual
9924565440571557;Talita Dias da Silva;2019;Atual;Estimulação Transcraniana por Corrente Contínua associada a Realidade Virtual em Crianças e Adolescentes com Paralisia Cerebral;Realidade Virtual
9924565440571557;;2017;2018;Desenvolvimento de jogos virtuais adaptáveis para reabilitação de crianças e adolescentes com deficiências motoras e cognitivas.;Realidade Virtual
7483948147827075;Olavo de Faria Galvão;2019;Atual;Arrastar-ao-modelo e pareamento categorial: alternativas para a formação de classes de estímulos em macacos prego;Realidade Virtual
7483948147827075;;2011;2014;Comportamento pré-simbólico em ambiente de realidade virtual: Desenvolvimento de nova metodologia (tecnologia e procedimentos) para comparação de capacidades cognitivas do Homo sapiens e do Cebus apella;Realidade Virtual
7140331839822423;BASTOS, TEODIANO;2017;Atual;Sistema de Neuro-Reabilitação Baseado em Interface Cérebro-Máquina, Interface Músculo-Máquina, Sensores Inerciais, Realidade Virtual Imersiva e Monociclo Robótico;Realidade Virtual
3252289006108114;Veronica Teichrieb;2018;Atual;UX2R: Interações Avançadas em Realidades Estendidas;Realidade Virtual
3252289006108114;Marcelo Marcio Soares;2011;2014;Aplicação da Realidade Virtual na Análise Ergonômica de Produtos de Consumo;Realidade Virtual
4566027531758636;Mauricio Pietrocola Pinto de Oliveira;2003;2013;Inovação Curricular em Física: Transposição Didática de Teorias Modernas e a Sobrevivência dos Saberes;Realidade Virtual
5919252907988514;Augusto Cesinando de Carvalho;2018;2020;A INFLUÊNCIA DA REALIDADE VIRTUAL NA CAPACIDADE MOTORA FUNCIONAL DE PACIENTES NEUROLÓGICOS;Realidade Virtual
1042601440436041;Luciana Pucci Santos;2012;2014;Realidade Virtual: avaliação dos efeitos do processamento cognitivo e de meditação sobre ruminação e memórias intrusivas após exposição a material traumático;Realidade Virtual
2087785677186785;Isabel Dillmann Nunes;2003;2004;Rota turística Virtual de Cruz Alta em abordagem ao desenvolvimento cultural do município;Realidade Virtual
1517200038007947;Grace Kelly Melo de Almeida;2011;2012;Treinamento com Realidade Virtual no Equilíbrio Corpóreo em Mulheres Sedentárias;Realidade Virtual
6708716565086201;;2014;2017;Exercício físico, saúde física e mental de idosos em instituições de longa permanência;Realidade Virtual
5604471362272681;Kazuo Nishimoto;2014;2015;Construção de Anexo ao TPN para Simulador Marítimo de Manobras;Realidade Virtual
5604471362272681;;2003;2005;Desenvolvimento do sistema de visualização científica em forma de realidade virtual para TPN;Realidade Virtual
6708662950964;Paula Regina Puhl;2020;2022;NARRATIVAS FASHION: ANÁLISE DOS USOS DA REALIDADE VIRTUAL E AUMENTADA NA COMUNICAÇÃO/ DIVULGAÇÃO DE MODA;Realidade Virtual
6708662950964;Paula Regina Puhl;2018;2019;AS ESTRATÉGIAS DE COMUNICAÇÃO DO COMITÊ OLÍMPICO INTERNACIONAL (COI) PARA A PROMOÇÃO DO MOVIMENTO OLÍMPICO;Realidade Virtual
3930579216565991;Cássio David Borralho Pinheiro;2004;2005;LVR - Laboratório Virtual de Redes;Realidade Virtual
4394162331037750;;2016;Atual;Modelagem e Simulação 3D em Medicina para Treinamento em Procedimentos Minimamente Invasivos;Realidade Virtual
4394162331037750;Alberto Barbosa Raposo;2016;Atual;Livre para voar;Realidade Virtual
7631103821426950;Tania Regina Fraga da Silva;2010;2011;Tessituras Numéricas;Realidade Virtual
4038730280834132;Edilson Ferneda;2005;2008;IACVIRTUAL - Inteligência Artificial aplicada na modelagem e implementação de um consultório virtual;Realidade Virtual
9688530845451866;José Guilherme de Oliveira Brockington;2005;2008;Física Moderna no Ensino Médio;Realidade Virtual
6186413528999908;Maria Claudia Ferrari de Castro;2018;Atual;DESENVOLVIMENTO DE NEUROPRÓTESES E SISTEMA PARA AVALIAÇÃO DA NEUROPLASTICIDADE EM AMBIENTE DE REALIDADE VIRTUAL E AUMENTADA;Realidade Virtual
6186413528999908;Maria Claudia Ferrari de Castro;2017;Atual;ESTUDOS DA INTERAÇÃO HUMANO MÁQUINA ATRAVÉS DE MAPEAMENTO CEREBRAL EM AMBIENTE DE REALIDADE VIRTUAL;Realidade Virtual
5489028801080395;;2014;2015;UTILIZAÇÃO DE AVAS 3D  NA EDUCACÃO A DISTÂNCIA;Realidade Virtual
6708087109033303;Adriana Soares Pereira;2021;Atual;Tour Virtual 360° - UFSM/FW;Realidade Virtual
556459512101837;;1999;Atual;REALIDADE VIRTUAL EM REABILITAÇÃO COGNITIVA - FOBIAS URBANAS, AFASIAS, ESQUIZOFRENIA E AUTISMO;Realidade Virtual
5137518821794520;;2007;2009;Tecnologias Educacionais para a Aprendizagem de Ciências da Natureza: Desenvolvimento e Aplicação.;Realidade Virtual
4920711999790713;;2020;2022;USO DA REALIDADE VIRTUAL EM PACIENTES COM DISFUNÇÕES ARTICULARES DO COMPLEXO DO OMBRO;Realidade Virtual
5307464695220719;Manoel Osmar Seabra Junior;2021;2021;Jogos Analógicos e Digitais como Recursos de Tecnologia Assistiva para Estudantes com Paralisia Cerebral: Adaptação avaliação e inclusão;Realidade Virtual
9202801399600456;Jorge Antonio Silva Centeno;2004;Atual;Visualização de dados cartográficos usando realidade aumentada;Realidade Virtual
8795066026611788;Guilherme Nunes de Vasconcelos;2022;Atual;Cognição, realidade virtual e projeto arquitetônico: uma investigação teórico-conceitual sobre os usos de tecnologias imersivas no processo criativo em arquitetura e seus efeitos cognitivos;Realidade Virtual
5012576140529904;Creto Augusto Vidal;2012;2014;Projeto SILVi Sistema Integrado de Laboratórios Virtuais de Física para UAB;Realidade Virtual
5012576140529904;Creto Augusto Vidal;2009;2011;Sistema de Treinamento Virtual de Tiro;Realidade Virtual
5012576140529904;Creto Augusto Vidal;1999;2001;AVAL - Ambientes Virtuais para o Aprendizado de Línguas - O Desenvolvimento da Prática Comunicativa em Língua Estrangeira Dentro de Ambientes Virtuais Através da Internet/Intranet;Realidade Virtual
2368585419362246;;2008;2010;Plataformas interativas e seus padrões sígnicos: o caso Second Life.;Realidade Virtual
9414097844432953;Gabriela Castellano;2022;Atual;Uso da realidade virtual e neuromodulação na reabilitação motora de pacientes com AVC;Realidade Virtual
4022950700003347;Angela Maria Chuvas Naschold;2012;Atual;LEITURA + NEUROCIÊNCIAS - Melhoria da Compreensão Leitora no Programa Mais Educação: Tempo, Espaço e Atividades Linguístico-Pedagógicas Inovadoras na Educação Integral;Realidade Virtual
4022950700003347;Raúl A. Feijóo;2009;Atual;Instituto Nacional de Ciência e Tecnologia - Instituto Nacional de Ciência e Tecnologia;Realidade Virtual
4022950700003347;;2007;2009;Navegação em Ambientes Virtuais Assistida por uma Câmera de Interesse;Realidade Virtual
4022950700003347;;2006;2008;Ambiente Virtual Colaborativo para Visualização de Dados;Realidade Virtual
2277559773788201;Felipe Becker Nunes;2021;Atual;Implementações Educacionais em Tecnologias Virtuais, Aumentadas e de Robótica;Realidade Virtual
3435434761711692;Wilma Costa Souza;2016;Atual;O efeito dos jogos em realidade virtual no equilíbrio e na marcha de pacientes pós AVC;Realidade Virtual
3435434761711692;Elirez Bezerra da Silva;2012;2014;O efeito da prática com jogos em realidade virtual na melhora do equilíbrio e marcha de pacientes com Doença de Parkinson;Realidade Virtual
1862848643087021;Jucimar Maia da Silva Junior;2018;Atual;Mobilidade para Pesquisa e Desenvolvimento em Tecnologia da Informação para o fortalecimento do Setor de Criação de Sistemas, Aplicativos e Jogos Eletrônicos no Estado do Amazonas ( GAMESAMA );Realidade Virtual
9346251325109288;;2015;Atual;SIMULADOR DE REALIDADE VIRTUAL PARA TRATAMENTO DE MEDOS E FOBIAS: UMA INVESTIGAÇÃO ANALÍTICO-COMPORTAMENTAL;Realidade Virtual
4559628781289941;Mario José Van Thienen da Silva;2017;2020;AULAS DE FÍSICA APOIADAS POR RECURSOS VIRTUAIS: análise de um projeto de alfabetização em ciências vislumbrada pela teoria vigotskiana;Realidade Virtual
1189616986171950;;2004;2006;Dispositivo de Visualização Quase Imersivo;Realidade Virtual
7560936930373791;Linnyer Beatrys Ruiz;2019;Atual;CNPq 442433 - MannaAcademy: uma rede de estímulo à participação e à formação de meninas e mulheres para as carreiras de engenharias, computação e microeletrônica;Realidade Virtual
5292093208120940;Nelci Adriana Cicuto Ferreira Rocha;2016;2019;Efeito da intervenção com Realidade Virtual sobre a oscilação corporal em diferentes condições de estabilidade da base de suporte e parâmetros espaço-temporais da marcha em crianças com Paralisia Cerebral;Realidade Virtual
9719247117370600;Debora Saade;2022;Atual;Projeto Educa 360;Realidade Virtual
9719247117370600;Claudia Maria Lima Werner;2010;2011;Projeto Tec3ES;Realidade Virtual
4177178840952700;Hosana Celeste Oliveira;2002;2003;Realidade virtual: uma proposta de ensino;Realidade Virtual
5725021666916341;Francisco Milton Mendes Neto;2017;Atual;Knowledgemon Hunters: Um Jogo Sério com Geolocalização para Apoiar a Aprendizagem de Crianças com Autismo;Realidade Virtual
8807333466702951;DELAMARO, MARCIO;2019;Atual;Estudo e desenvolvimento de técnicas de teste de software e suas aplicações;Realidade Virtual
6259579330358182;Angelo Márcio Pinto Leite;2016;2017;TREINAMENTO INICIAL EM SIMULADOR DE REALIDADE VIRTUAL FORWARDER;Realidade Virtual
6388152062755064;;2018;2020;TECNOLOGIA DE REALIDADE VIRTUAL NO TRATAMENTO DE TRANSTORNOS DE ANSIEDADE: UMA INVESTIGAÇÃO ANALÍTICO-COMPORTAMENTAL;Realidade Virtual
2563747137625925;Antônio Carlos de Abreu Mol;2011;2012;Adequação e Utilização do Laboratório de Realidade Virtual da UGF como Ambiente de Desenvolvimento de Novas Tecnologias de Ensino;Realidade Virtual
2563747137625925;Antônio Carlos de Abreu Mol;2010;Atual;Inteligência Artificial e Realidade Virtual na Educação e Saúde;Realidade Virtual
277705848688464;;2003;2005;RACS - Construção de um Sistema de Realidade Aumentada para Desenvolvimento Cognitivo da Criança Surda;Realidade Virtual
277705848688464;Raul Sidney Wazlawick;1999;2001;Museu Virtual: Ferramenta de Autoria para Criação de Museus em Realidade Virtual para Apoio à Aprendizagem Colaborativa;Realidade Virtual
277705848688464;Claudio Kirner;1996;1998;Desenvolvimento de Pesquisas de Realidade Virtual;Realidade Virtual
277705848688464;;1996;1998;Ambiente Virtual para Visualização Interativa Compartilhada;Realidade Virtual
2484471713795378;Lucila Ishitani;2017;2018;Impacto emocional do uso de tecnologias de realidade virtual em jogos digitais de smartphone, com foco na terceira idade;Realidade Virtual
3094033583031765;Juliana Sousa Soares de Araújo;2021;2022;Avaliação da estratégia de realidade virtual no treinamento em reanimação neonatal ? REANIME: impacto na mortalidade neonatal precoce;Realidade Virtual
7200517552154428;Fabricia Azevedo da Costa Cavalcanti;2020;Atual;VirtualTer: Aplicabilidade de um jogo de realidade virtual para treinamento do equilíbrio postural de idosos;Realidade Virtual
7200517552154428;Fabricia Azevedo da Costa Cavalcanti;2018;2022;Realidade virtual no equilíbrio postural de individuos com Acidente Vascular Cerebral - AVC;Realidade Virtual
7200517552154428;Aline Braga Galvão Silveira Fernandes;2017;2019;Fidelidade da ação da marcha estacionária de pacientes com Acidente Vascular Cerebral em ambiente real e virtual;Realidade Virtual
7200517552154428;Aline Braga Galvão Silveira Fernandes;2016;2017;Análise comparativa da atividade de marcha estacionária de pacientes com Acidente Vascular Cerebral em ambiente real e virtual.;Realidade Virtual
7200517552154428;Tania Fernandes Campos;2012;2018;Representatividade da tarefa motora do virtual para o real.;Realidade Virtual
7200517552154428;Tania Fernandes Campos;2012;2018;Coordenação interpessoal na realização de jogos de realidade virtual.;Realidade Virtual
7200517552154428;Tania Fernandes Campos;2012;2015;Efeitos da prática variada e constante na aprendizagem motora com jogos de realidade virtual: perspectivas de aplicação na Neurorreabilitação.;Realidade Virtual
7200517552154428;Tania Fernandes Campos;2011;Atual;Efeitos do uso de jogos de computador baseados em realidade virtual na reabilitação de pacientes com Acidente Vascular Cerebral;Realidade Virtual
7200517552154428;Fabricia Azevedo da Costa Cavalcanti;2010;2010;Realidade virtual no contexto da reabilitação: o game Wii e a Fisioterapia.;Realidade Virtual
5866381928751063;Mário Mestria;2020;Atual;Avaliação de um Sistema de Realidade Virtual para Treinamento de Emergência na Área de Saúde;Realidade Virtual
5866381928751063;Mário Mestria;2018;2020;Avaliação de um sistema de Realidade Virtual para treinamento de condutores de trens;Realidade Virtual
521761025000380;Romero Tori;2017;2019;VIDA-Odonto: Treinamento de Anestesia Odontológica por Manipulação Direta Tridimensional Imersiva;Realidade Virtual
521761025000380;José Eduardo Krieger;2017;Atual;INCT-MACC - Instituto Nacional de Ciência e Tecnologia - Medicina Assistida por Computação Científica (Fase 2);Realidade Virtual
521761025000380;Fátima L. S. Nunes;2010;2014;Proposição, implementação e validação de técnicas para treinamento médico virtual interativo;Realidade Virtual
521761025000380;Fátima L. S. Nunes;2008;2014;INCT-MACC - Instituto Nacional de Ciência e Tecnologia - Medicina Assistida por Computação Científica / Framework para simulação de exames de biópsia;Realidade Virtual
8913137847507278;Silvia Regina Ferreira de Laurentiz;2010;Atual;Realidades Mistas - da realidade tangível à realidade ontológica;Realidade Virtual
9600140904712115;Fátima de Lourdes dos Santos Nunes Marques;2010;2012;Proposição, Implementação e Validação de Técnicas para Treinamento Médico Virtual Interativo;Realidade Virtual
9600140904712115;Fátima de Lourdes dos Santos Nunes Marques;2009;2012;Medicina Assistida por Computação Científica (Instituto Nacional de Ciência e Tecnologia - INCT);Realidade Virtual
9600140904712115;Hélio Pedrini;2008;2009;Laboratório Multidisciplinar de Ambientes Urbanos Virtuais (Projeto CAPES);Realidade Virtual
6544336528038920;João Carlos de Souza Ribeiro;2020;Atual;O ENSINO DE LITERATURA EM TEMPOS MIDIÁTICOS: PROPOSIÇÕES, REVISÃO E PERSPECTIVAS;Realidade Virtual
5830629485280974;Milton Luiz Horn Vieira;2008;2011;MCT/FINEP/AÇÃOTRANSVERSAL PROJETO ESTRUTURANTE DE C,T&I AGOSTO 2008 - Subprojeto CRIAÇÃO;Realidade Virtual
2813267867460570;Eliseth Ribeiro Leão de Andrade Silva;2023;Atual;Impacto da Realidade Virtual (e Natureza - VR) durante a internação em Terapia Intensiva Adulto;Realidade Virtual
2813267867460570;Eliseth Ribeiro Leão de Andrade Silva;2018;Atual;e-Natureza VR: avaliação do impacto da realidade virtual na percepção da dor, desconforto, estresse e bem-estar durante biopsia de mama;Realidade Virtual
2813267867460570;Eliseth Ribeiro Leão de Andrade Silva;2013;Atual;Impacto da realidade virtual (e-Natureza VR) durante a internação em Terapia Intensiva Adulta;Realidade Virtual
8013693656320228;Jandira Guenka Palma;2001;2002;Simulação a eventos discretos com interface em realidade virtual;Realidade Virtual
