lattes id;ano inicio;ano fim;afiliacao;assunto;titulo
374012247711818;2020;2021;Instituto Federal  Minas Gerais, IFMG, Brasil.;Realidade Aumentada;Produção de Material Didático para o Ensino de Geomorfologia: atividades sustentáveis interdisciplinares nas Ciências da Terra
374012247711818;2009;2010;Instituto Tecnológico Vale, ITV, Brasil.;Realidade Aumentada;Realidade Aumentada e Sensoriamento de Movimentos como Ferramenta de Apoio ao Ensino de LIBRAS ? Língua Brasileira de Sinais
1722113830390578;2018;Atual;Universidade Federal de Santa Maria, UFSM, Brasil.;Realidade Aumentada;História da Arte em Realidade Aumentada
5586729353238501;2013;2014;Universidade Federal do Pará, UFPA, Brasil.;Realidade Aumentada;Utilizando tecnologia de Realidade Aumentada para divulgação de conteúdos digitais em dispositivos móveis
7949216376138752;2017;Atual;SENAI-CIMATEC, CIMATEC, Brasil.;Realidade Aumentada;Realidade Aumentada e Realidade Virtual aplicadas à Inovação Industrial
9369447081315501;2022;Atual;Universidade Federal de Ouro Preto, UFOP, Brasil.;Realidade Aumentada;A utilização integrada da Realidade Aumentada com o Software GeoGebra na perspectiva da aprendizagem móvel de Geometria Espacial
9109602812218258;2016;2018;Universidade do Estado de Mato Grosso, UNEMAT, Brasil.;Realidade Aumentada;Abelhas-das-orquídeas (Hymenoptera: Apidae: Euglossini): VIRTUALIS
3393043381118573;2011;Atual;Universidade Federal de Lavras, UFLA, Brasil.;Realidade Aumentada;CRIAÇÃO DE SOFTWARE DE AVALIAÇÃO POSTURAL EM TEMPO REAL UTILIZANDO REALIDADE AUMENTADA
9346178640224901;2015;2015;Instituto Federal de São Paulo, IFSP, Brasil.;Realidade Aumentada;Interatividade e uso de Realidade Aumentada na Educação: Criação de Objetos de Aprendizagem Lúdicos e Interativos para a Educação Infantil
8801732223393153;2020;2021;Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, Brasil.;Realidade Aumentada;Portal interativo para informações turísticas: uma contribuição geográfica para consolidação de Campina Grande como cidade inteligente
1478736054440106;2019;2020;Pontifícia Universidade Católica de Minas Gerais, PUC Minas, Brasil.;Realidade Aumentada;Realidade aumentada aplicada à tomada de decisão em manutenção: desenvolvimento de um produto com fins educacionais
6294967085470113;2009;2012;Universidade do Estado da Bahia, UNEB, Brasil.;Realidade Aumentada;Um Modelo Computacional para Simulação e predição de cirurgias craniofaciais em ambiente de realidade aumentada
9894979508465212;2016;2018;Universidade Estadual Paulista Júlio de Mesquita Filho, UNESP, Brasil.;Realidade Aumentada;TURISMO E TECNOLOGIA: UTILIZAÇÃO DE CONCEITOS DE BIG DATA E INTERNET DAS COISAS NO PROCESSO DE PLANEJAMENTO E DESENVOLVIMENTO DO TURISMO
1095395084173623;2019;2020;Universidade Estadual da Paraíba, UEPB, Brasil.;Realidade Aumentada;Mobilidades e inovação em narrativas performáticas de Realidade Virtual e Realidade Aumentada em organizações jornalísticas tradicionais e plataformas nativas digitais
1095395084173623;2018;2019;Universidade Estadual da Paraíba, UEPB, Brasil.;Realidade Aumentada;Narrativas baseadas em Realidade Aumentada e Realidade Virtual em contexto de inovação no jornalismo
1095395084173623;2017;2018;Universidade Estadual da Paraíba, UEPB, Brasil.;Realidade Aumentada;Narrativas inovadoras em videos 360 Graus no Jornalismo Imersivo de Realidade Virtual-Aumentada-Mista
7757325848359241;2013;2013;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte, IFRN, Brasil.;Realidade Aumentada;Desenvolvimento de uma plataforma integrada de marketing digital e realidade aumentada para eventos
7830251697546483;2020;2021;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Realidade Aumentada;O uso de Laboratório Remoto e Realidade Aumentada para apoiar a aprendizagem experiencial em Física
7830251697546483;2020;Atual;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Realidade Aumentada;REALIDADE AUMENTADA MÓVEL NA EDUCAÇÃO: Recursos e Plataformas para desenvolvimento da realidade aumentada móvel na educação
6482186733034818;2021;Atual;Universidade Federal de Minas Gerais, UFMG, Brasil.;Realidade Aumentada;Realidade Virtual (Rv), Realidade Aumentada (Ra) E Arte: Potencializando O Processo De Ensino/Aprendizagem
1229329519982110;2010;2012;Universidade Federal de Uberlândia, UFU, Brasil.;Realidade Aumentada;FAPEMIG (APQ-01156-10) Desenvolvimento de um sistema de realidade aumentada imersiva para simulação e treinamento de usuários de próteses de membros superiores
3914159735707328;2011;2014;Universidade do Vale do Rio dos Sinos, UNISINOS, Brasil.;Realidade Aumentada;Alfa Gaviota: Grupos Académicos para la VIsualización Orientada por Tecnologías Apropiadas - Edital Alfa III (Comunidade Européia)
5021830666471504;2018;Atual;Instituto Federal de Brasília, IFB, Brasil.;Realidade Aumentada;Elaboração de aplicativo mobile em Realidade Aumentada como recurso didático para o ensino de Reações Químicas
9306302347633373;2019;2020;Centro Federal de Educação Tecnológica de Minas Gerais, CEFET/MG, Brasil.;Realidade Aumentada;Desenvolvimento de jogos e aplicativos em realidade virtual e realidade aumentada para área educacional com ênfase no ensino de matemática
4791589931798048;2015;2017;Universidade Federal Fluminense, UFF, Brasil.;Realidade Aumentada;Projeto Universal - Classe B: Ambientes Virtuais Esportivos Para Deficientes Físicos baseado em novos dispositivos de games com Realidade Virtual e Captura de Elementos Reais
9459123297426461;2019;2020;Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS, Brasil.;Realidade Aumentada;Espaços Ressignificados: Análise das Possibilidades da Realidade Aumentada Para a Comunicação
7286663892055106;2011;2012;Faculdade de Odontologia da Universidade de São Paulo, FOUSP, Brasil.;Realidade Aumentada;?Introdução da realidade aumentada como ferramenta auxiliar no ensino de Dentística
1882712230914196;2014;Atual;Universidade Estadual Paulista Júlio de Mesquita Filho, UNESP, Brasil.;Realidade Aumentada;Aspectos Teóricos e Práticos da Ciência Cognitiva para o auxilio no Projeto de Produto
9138713186222689;2016;2017;INSTITUTO FEDERAL DO PARANA, IFPR, Brasil.;Realidade Aumentada;A tecnologia Realidade Aumentada (RA) no ensino de geografia: desafios e possibilidades.
7206645857721831;2008;2010;Universidade Federal de Goiás, UFG, Brasil.;Realidade Aumentada;O ensino de neuroanatomia através de peças anatômicas virtuais: Uma abordagem interativa com Realidade Aumentada.
9375430645513797;2018;Atual;Instituto Federal de Brasília, IFB, Brasil.;Realidade Aumentada;ELABORAÇÃO DE APLICATIVO MOBILE EM REALIDADE AUMENTADA COMO RECURSO DIDÁTICO PARA O ENSINO DE REAÇÕES QUÍMICAS
9375430645513797;2016;2017;Instituto Federal de Brasília, IFB, Brasil.;Realidade Aumentada;Arquitetura Molecular e Realidade Aumentada como Recursos Didáticos no Ensino Multidisciplinar de Ciências
4566977125542380;2019;2023;Universidade Estadual de Londrina, UEL, Brasil.;Realidade Aumentada;Análise do desenvolvimento e aprendizagem motora na primeira infância: conhecimento do professor de Educação Física escolar
8886697697917438;2019;Atual;Universidade Federal de Minas Gerais, UFMG, Brasil.;Realidade Aumentada;Realidade aumentada: buscando formas de promover a leitura e a aprendizagem
3683706649252319;2019;2020;Universidade Federal de São Paulo, UNIFESP, Brasil.;Realidade Aumentada;Realidade Aumentada Adaptativa Móvel com Técnicas de Gamificação Aplicada no Ensino
305629481310082;2021;2022;Universidade Federal de Pernambuco, UFPE, Brasil.;Realidade Aumentada;Rewind Recife - Realidade Aumentada: enriquecendo a experiência do cidadão e turista a partir do resgate do patrimônio histórico e cultural
543232182796499;2023;Atual;Instituto Federal do Ceará, IFCE, Brasil.;Realidade Aumentada;IMPLEMENTAÇÃO DE REALIDADE AUMENTADA E REALIDADE VIRTUAL NA OTIMIZAÇÃO DE PROCESSOS DE ENSINO DE CIÊNCIAS E ENGENHARIAS
543232182796499;2022;Atual;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Realidade Aumentada;Metodologias didáticas e inovadoras de Realidade Aumentada e Realidade Virtual nos processos de ensino de Ciências e Engenharias
4134919454057451;2020;2021;Universidade Estadual do Oeste do Paraná, UNIOESTE, Brasil.;Realidade Aumentada;Desenvolvimento de protótipo para validação do Project North Star
987947348533817;2009;2011;Universidade Federal de Jataí, UFJ, Brasil.;Realidade Aumentada;PROJETO DE PESQUISA - Engine de captura de marcadores naturais em tempo real em sistemas de Realidade Aumentada
8901320181295016;2022;Atual;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;Tecnologias Imersivas em Saúde e Educação
8901320181295016;2010;2011;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;Atlas Anatômico 3D Interativo para Treinamento a Distância
8901320181295016;2008;2010;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;Interface-AR   (2008-03)
992498795960159;2016;2020;Universidade Aberta do Brasil, UAB, Brasil.;Realidade Aumentada;Fábrica de Concepção e Avaliação de Ambientes Virtuais Tridimensionais
992498795960159;2014;2016;Universidade Aberta do Brasil, UAB, Brasil.;Realidade Aumentada;Análise de Viabilidade de um Modelo de Avaliação da Aquisição de Conhecimento em Ambientes Virtuais de Aprendizagem Tridimensionais
4892345821929149;2014;2019;Universidade La Salle - Canoas, UNILASALLE, Brasil.;Realidade Aumentada;Ampliando o Acesso e Promovendo Experiências de Aprendizagem e Interação em um Acervo de Equipamentos Computacionais
4892345821929149;2011;2014;Universidade La Salle - Canoas, UNILASALLE, Brasil.;Realidade Aumentada;Criação de um acervo de equipamentos computacionais como espaço de memória, aprendizagem e interação
1292601001838768;2017;Atual;Universidade Federal Rural do Semi-Árido, UFERSA, Brasil.;Realidade Aumentada;Desenvolvimento de soluções baseadas em realidade aumentada integradas com material didático
5043080196932200;2012;2014;Universidade de Brasília, UnB, Brasil.;Realidade Aumentada;PVNS FASE 2 - Professor Visitante Nacional Senior/CAPES - Projeto de Pesquisa: Arte e TecnoCiência: Sistemas Biocibridos e reengenharia da realidade.
5043080196932200;2010;2014;Universidade de Brasília, UnB, Brasil.;Realidade Aumentada;PQ/CNPq: Arte e Tecnociência: interações expandidas e condição cíbrida em software art
5043080196932200;2010;2012;Universidade de Brasília, UnB, Brasil.;Realidade Aumentada;PVNS - Professor Visitante Nacional Senior/CAPES - Projeto de Pesquisa: Arte e TecnoCiência
5043080196932200;2009;2010;Universidade de Brasília, UnB, Brasil.;Realidade Aumentada;UnB/CNPq - CIBERCOMUNICAÇÃO: interatividade, imersão, autonomia e mobilidade em software art - PQ 1B
5043080196932200;2007;2009;Universidade de Brasília, UnB, Brasil.;Realidade Aumentada;UCS/CNPq - CIBERCOMUNICAÇÃO: interatividade, imersão, autonomia e mobilidade em software art - PQ 1B
5043080196932200;2005;2007;Universidade de Brasília, UnB, Brasil.;Realidade Aumentada;Cibercomunicação: interatividade, imersão, autonomia e mobilidade em criações no ciberespaço - PQ 1B
6864702691556027;2017;Atual;Universidade do Estado do Rio de Janeiro, UERJ, Brasil.;Realidade Aumentada;O uso de realidade aumentada no desenvolvimento de um material didático para ensino de métodos contraceptivos
6864702691556027;2017;Atual;Fundação Oswaldo Cruz, FIOCRUZ, Brasil.;Realidade Aumentada;O ensino de biologia celular através da realidade aumentada (RA) em uma escola pública do Estado do Rio de Janeiro
6864702691556027;2015;Atual;Universidade do Estado do Rio de Janeiro, UERJ, Brasil.;Realidade Aumentada;Tecnologias 3D no Ensino de Ciências e Biologia
4649814099154237;2020;Atual;Universidade Federal de Santa Catarina, UFSC, Brasil.;Realidade Aumentada;Narrativas complexas no ciberjornalismo. Plataformizacão e narratividades
4649814099154237;2019;2020;Universidade Federal de Santa Catarina, UFSC, Brasil.;Realidade Aumentada;Interface e imagens complexas nas narrativas ciberjornalísticas
8402249648328903;2006;2007;Instituto Federal de São Paulo, IFSP, Brasil.;Realidade Aumentada;Usando técnicas de realidade aumentada no processo de inclusão digital de crianças hospitalizadas.
9724832203454429;2022;Atual;Universidade Federal do Paraná, UFPR, Brasil.;Realidade Aumentada;Smart Design em Tecnologia Assistiva: acessibilidade e inclusão
9724832203454429;2010;2015;Universidade Federal do Paraná, UFPR, Brasil.;Realidade Aumentada;Ergonomia em Sistemas Digitais
3483462003007835;2022;Atual;Instituto Federal Catarinense, IF-Catarinense, Brasil.;Realidade Aumentada;Central de empresas utilizando Realidade Aumentada por meio de escaneamento de móveis pelo celular
4324364032093825;2007;2010;Universidade Federal de Pernambuco, UFPE, Brasil.;Realidade Aumentada;RPR-SORS
501764855693100;2020;2022;Universidade Federal do Pampa, UNIPAMPA, Brasil.;Realidade Aumentada;A contribuição das ferramentas tecnológicas como metodologias de pesquisa na melhoria do aprendizado do ensino fundamental, médio e superior da Região da Campanha.
3032638002357978;2006;2008;Universidade Federal do Pará, UFPA, Brasil.;Realidade Aumentada;Dicionário Tridimensional com Recursos de Voz em Ambiente de Realidade Aumentada
3032638002357978;2006;2007;Universidade Federal do Pará, UFPA, Brasil.;Realidade Aumentada;Buscando Informações em Mapas Melhorados com Realidade Aumentada - PIBIC/UFPA 2006/2007
3032638002357978;2005;2006;Universidade Federal do Pará, UFPA, Brasil.;Realidade Aumentada;Realidade Aumentada aplicada em Visualização de Informação - PIBIC CNPQ 2005/2006
6595574211937653;2005;2006;Universidade Federal de Pernambuco, UFPE, Brasil.;Realidade Aumentada;Augmented Ambients (A2)
8502603141360058;2019;Atual;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;InterLab - Laboratório de Tecnologias Interativas
7243757837987821;2012;Atual;Universidade Federal de Santa Maria, UFSM, Brasil.;Realidade Aumentada;LabInter (Laboratório Interdisciplinar Interativo)
8840903885852886;2012;2017;Universidade Federal do Rio Grande do Norte, UFRN, Brasil.;Realidade Aumentada;LEITURA + NEUROCIÊNCIAS - Melhoria da Compreensão Leitora no Programa Mais Educação: Tempo Espaço e Atividades Pedagógico-Didáticas Inovadoras na Educação Integral
3802040243557689;2001;2005;Universidade Federal de Santa Catarina, UFSC, Brasil.;Realidade Aumentada;Desenvolvimetno de um sistema de realidade aumentada para visualização de cenários de catástrofes
4162291555771478;2016;2018;Instituto Federal da Bahia, IFBA, Brasil.;Realidade Aumentada;Realidade Aumentada e a Visão Computacional como ferramentas no processo de ensino-aprendizagem
2646104845996419;2016;2018;Universidade Federal do Sul e Sudeste do Pará, UNIFESSPA, Brasil.;Realidade Aumentada;Estudos de Interface na Arte: poéticas e reflexões em aplicações de Realidade Aumentada nas Artes Visuais.
5391034042353187;2016;2019;Universidade Aberta de Portugal, UAB-PORTUGAL, Portugal.;Realidade Aumentada;A CIDADE COMO ESPAÇO DE APRENDIZAGEM: games e gamificação na constituição de Espaços de Convivência Híbridos, Multimodais, Pervasivos e Ubíquos para o desenvolvimento da Cidadania
1868960602254610;2018;Atual;Universidade Federal do Rio Grande do Norte, UFRN, Brasil.;Realidade Aumentada;Smart Natalnet - Um ambiente de análise, ensino e aprendizagem para indústria 4.0
7565187316136027;2017;Atual;Universidade Estadual de Londrina, UEL, Brasil.;Realidade Aumentada;DEMONSTRAÇÃO VIRTUAL: A UTILIZAÇÃO DE MODELOS HUMANOS DIGITAIS PARA DEMONSTRAÇÃO DE HABILIDADES MOTORAS
463363430536002;2017;2019;Instituto Federal de Educação, Ciência e Tecnologia do Pará, IFPA, Brasil.;Realidade Aumentada;A Lenda da Iara com Realidade Aumentada: Revista em Quadrinhos como Estratégia para Incentivar a Leitura
463363430536002;2017;2018;Instituto Federal de Educação, Ciência e Tecnologia do Pará, IFPA, Brasil.;Realidade Aumentada;O Sistema Solar com Realidade Aumentada
7206887618857384;2019;Atual;Universidade Federal de Sergipe, UFS, Brasil.;Realidade Aumentada;REALIDADE VIRTUAL COMO FERRAMENTA PEDAGOGICA NO ENSINO A DISTANCIA
8592300724397366;2018;2019;Centro Federal de Educação Tecnológica de Minas Gerais, CEFET/MG, Brasil.;Realidade Aumentada;Aplicação da Realidade Aumenta em Roteiros de Aulas Práticas de Química que Utilizem Materiais Alternativos de Baixo Custo e de Fácil Aquisição
6878718102770367;2014;2018;Universidade Federal de Juiz de Fora, UFJF, Brasil.;Realidade Aumentada;Reconhecimento de características naturais para aplicação em sistemas de Realidade Aumentada
6878718102770367;2009;2014;Universidade Federal da Bahia, UFBA, Brasil.;Realidade Aumentada;Realidade Aumentada Aplicada a Bioengenharia Cranio-Facial
6878718102770367;2009;2012;Universidade Federal de Juiz de Fora, UFJF, Brasil.;Realidade Aumentada;Sistemas de Realidade Aumentada Aplicados ao Ensino
5399173621955960;2014;2017;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Realidade Aumentada;Janelas Abertas para a República
176951751504724;2010;2011;Instituto Federal de São Paulo, IFSP, Brasil.;Realidade Aumentada;Realidade Aumentada Aplicada ao Ensino de Geometria Espacial
3284179037499048;2012;2015;Instituto Federal da Bahia, IFBA, Brasil.;Realidade Aumentada;REALIDADE AUMENTADA APLICADA A BIOENGENHARIA CRANIO-FACIAL: Desenvolvimento de um algoritmo de registro geométrico deformável em GPU
170862557823567;2018;Atual;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Realidade Aumentada;Holográficos, Sensações e Sentidos: desvelando experiências estéticas por meio de Tecnologias de Realidade Aumentada na Cyberformação com professores de matemática
170862557823567;2017;Atual;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Realidade Aumentada;Educação Matemática High Tech: da Cyberformação de Professores ao ensino e aprendizagem de matemática com o uso de interfaces naturais (tecnologias baseadas em gestos, sons e toque)
9261035835015495;2018;Atual;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Realidade Aumentada;AVAECIM
9261035835015495;2018;Atual;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Realidade Aumentada;AVAECIM - Ambiente Virtual de Aprendizagem Experimental em Ciências e Matemática,
4607042780750206;2015;2021;Faculdade de Educação da Universidade Federal de Uberlândia, FACED UFU, Brasil.;Realidade Aumentada;Formação histórica e educação patrimonial  em espaços educativos escolares e não escolares: tecnologias de informação, memória e História em diálogo
4339989455841703;2012;2013;Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS, Brasil.;Realidade Aumentada;Educação formal/informal em museu através da tecnologia de Realidade Aumentada
4339989455841703;2011;2012;Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS, Brasil.;Realidade Aumentada;Mediação na Arte: por uma experiência museológica dialógica em Realidade Aumentada
4339989455841703;2010;2011;Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS, Brasil.;Realidade Aumentada;O estado da arte da Realidade Aumentada: abordagens teórico-práticas no ensino e aprendizagem
7909125807301431;2007;2008;INSTITUTO FEDERAL DO PARANA, IFPR, Brasil.;Realidade Aumentada;Aplicações Interativas Educativas utilizando Realidade Virtual e Aumentada
7835935043066010;2020;Atual;Universidade Estadual de Campinas, UNICAMP, Brasil.;Realidade Aumentada;VARREDURA DIGITAL, MODELOS INTELIGENTES E REALIDADE VIRTUAL PARA DOCUMENTAÇÃO, GESTÃO E DIVULGAÇÃO DA PAISAGEM CULTURAL DA UNIDADE DE CONSERVAÇÃO PARQUE ESTADUAL ILHA ANCHIETA (PEIA)
7221692456270122;2022;Atual;Fundação Universidade Federal de Ciências da Saúde de Porto Alegre, UFCSPA, Brasil.;Realidade Aumentada;Realidade Estendida e Visualização Analítica Imersiva no apoio ao Ensino em Saúde
7221692456270122;2018;2019;Fundação Universidade Federal de Ciências da Saúde de Porto Alegre, UFCSPA, Brasil.;Realidade Aumentada;Design de Interação e Realidade Mista no Processo de Descoberta de Conhecimento na Área da Saúde
6747210702910392;2009;2011;Universidade do Estado da Bahia, UNEB, Brasil.;Realidade Mista;Construção de Sistemas Multiagentes Reativos para controle de robôs jogadores de futebol
4903908392101557;2002;2004;Universidade Federal do Rio Grande do Norte, UFRN, Brasil.;Realidade Mista;HYPERPRESENCE - Uma Plataforma para Ambientes de Realidade Mista
325157122452319;2009;2010;Universidade do Estado da Bahia, UNEB, Brasil.;Realidade Mista;Projeto e Implementação de melhorias nos componentes  do projeto de futebol de robôs
325157122452319;2008;2009;Universidade do Estado da Bahia, UNEB, Brasil.;Realidade Mista;Análise e implementação de melhorias no servidor de futebol de robôs para Realidade Mista
8795066026611788;2021;Atual;Universidade Federal de Minas Gerais, UFMG, Brasil.;Realidade Mista;Interface de Realidade Mista em Hololens-2 para aprimoramento do ensino de projeto de arquitetura e urbanismo
8258852785816571;2007;2010;Universidade do Estado de Santa Catarina, UDESC, Brasil.;Realidade Mista;Visualização do manguezal para a Plataforma Multiusuário Estação Carijós
6614550860293610;2005;2006;Secretaria de Ciência e Tecnologia de João Pessoa, SECITEC, Brasil.;Realidade Mista;GTVR - Grupo de Trabalho de Visualização Remota
1562357566810393;2003;2006;Secretaria de Ciência e Tecnologia de João Pessoa, SECITEC, Brasil.;Realidade Mista;Projeto IC Space e Projeto Inclusão Digital
2227324756659206;2011;2015;Universidade Federal de Santa Maria, UFSM, Brasil.;Realidade Mista;Projeto Piloto de Ambiente Imersivo Educacional com suporte a Experimentação Remota
4274277189418426;2019;2021;Universidade do Estado de Santa Catarina, UDESC, Brasil.;Realidade Mista;Experimentação de ambientes de simulação de realidade mista na formação de professores
2482007463791395;2022;Atual;Universidade Federal Fluminense, UFF, Brasil.;Realidade Mista;Vivenciando o Passado: Os desafios das desigualdades globais e da inclusão digital no ensino de História
4791589931798048;2019;Atual;Universidade Federal Fluminense, UFF, Brasil.;Realidade Mista;(Cientista do Nosso Estado) Novos Modelos de Interface para Aplicações Virtuais e Pervasivas em Realidade Virtual e Realidade Mista
1377022547816780;2009;2010;Universidade do Estado da Bahia, UNEB, Brasil.;Realidade Mista;Simulador de futebol de robôs na categoria Realidade Mista da Robocup
6965119196945931;2009;2011;Universidade Federal do Rio Grande, FURG, Brasil.;Realidade Mista;Uma Abordagem em Realidade Mista para Simulação da Dinâmica de Pedestres
4282224955491397;2018;Atual;Universidade Federal Fluminense, UFF, Brasil.;Realidade Mista;Técnicas de interação e avaliação da experiência do usuário em sistemas interativos e imersivos
429575742156021;2019;Atual;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Realidade Mista;MAPEAMENTO DO ECOSSISTEMA MR/XR NO BRASIL
1728783224542391;2000;2001;Centro Universitário Euro-Americano, UNIEURO, Brasil.;Virtual Reality;VREL - Plataforma de experimentos nas áreas de ciências utilizando RV
2259041691301555;2003;2004;Universidade do Estado de Santa Catarina, UDESC, Brasil.;Virtual Reality;Ex3 - Exploração de Exteriores Extensos (DAPE 175/2003)
9999217523842385;2023;Atual;Universidade Federal de Santa Catarina, UFSC, Brasil.;Virtual Reality;Estudo sobre desconforto na utilização do óculos de realidade virtual
6186413528999908;2000;2000;Universidade Federal de Santa Catarina, UFSC, Brasil.;Virtual Reality;MUSEUVIRTUAL: Ferramenta de Autoria para Criação de Museus em Realidade Virtual para apoio à Aprendizagem Colaborativa via Internet
9944681520075532;2003;2006;Universidade Federal de Minas Gerais, UFMG, Brasil.;Virtual Reality;A Percepção do Espaço Urbano de Valor Histórico Através das Novas Mídias Digitais
8529032048850930;2011;2015;Universidade de São Paulo, USP, Brasil.;Virtual Reality;Natural and 3D Interaction for Information Systems
8529032048850930;2000;2004;Universidade de São Paulo, USP, Brasil.;Virtual Reality;Desenvolvimento de um Ambiente para Visualização Tridimensional da Dinâmica de Risers
883301163870314;2003;2014;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Virtual Reality;O Uso da Internet no Estudo da Geometria Descritiva
4877438997744133;2019;2020;University of Münster, WWU MÜNSTER, Alemanha.;Virtual Reality;Spatial Analysis, GIS and Digital Humanities in the Roman-Byzantine Near Eastern Archaeology. (STANFORD-U.S.)
4093653182381054;2006;2009;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Virtual Reality;EDGE (cooperação CNPq/INRIA, 2006-2009)
5632602851077460;2022;Atual;Universidade Federal de Pernambuco, UFPE, Brasil.;Virtual Reality;Combining Computer Fluid Dynamics, Virtual Reality, Machine and Deep Learning for Risk and Reliability Modeling in the Process Industry
2927011145636179;2009;2013;Faculdade de Arquitetura da Universidade Técnica de Lisboa, FA-UTL, Portugal.;Virtual Reality;PTDC/PSI-PCO/100148/2008 - Avisos de segurança do futuro: Realidade Virtual no estudo de avisos de base tecnológica
2927011145636179;2007;2011;Faculdade de Arquitetura da Universidade Técnica de Lisboa, FA-UTL, Portugal.;Virtual Reality;PTDC/PSI/69462/2006 - Usar a Realidade Virtual para Avaliar a Eficácia da Informação de Segurança
4137162987559085;2005;Atual;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Virtual Reality;EDGE : Evaluation methods, Design Guidelines and Environments for Virtual Reality and Information Visualization Techniques
683836610965593;2014;Atual;Universidade de São Paulo, USP, Brasil.;Virtual Reality;Efeitos do videogame Kinect no controle postural, condicionamento físico, cognição e qualidade de vida de pacientes com doença de Parkinson
5641112041037627;2020;Atual;Universidade Federal do Ceará, UFC, Brasil.;Blockchain;Angel: IoT e-Health Platform para monitorar e melhorar a qualidade de vida
1049090105081864;2018;Atual;Pontifícia Universidade Católica de São Paulo, PUC/SP, Brasil.;Blockchain;As novas configurações dos mundos do trabalho e suas repercussões sociais
260303520888425;2019;Atual;Universidade Estadual de Londrina, UEL, Brasil.;Blockchain;Aprendizado de Máquina para Detecção de Ciberataques
4512074340599645;2018;Atual;Faculdade de Direito de Ribeirão Preto- USP, FDRP, Brasil.;Blockchain;Grupo de Pesquisa em Direito do Comércio Internacional
2491891766759477;2019;Atual;Pontifícia Universidade Católica do Rio de Janeiro, PUC-Rio, Brasil.;Blockchain;Engenharia de Software de Sistemas Multiagentes e as Novas Demandas Tecnológicas
6534637358360971;2019;Atual;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Blockchain;ACCRUE - SFI: Infraestrutura Avançada e Colaborativa de Pesquisa para Internet do Futuro Segura
7652960701727650;2021;2022;Universidade Federal da Bahia, UFBA, Brasil.;Blockchain;Integração gêmeo digital e blockchain em projetos de construção
2869923054936837;2022;Atual;Universidade Federal de São Paulo, UNIFESP, Brasil.;Blockchain;Aplicações do NFT nas novas tendências do atual mercado de moda digital [IC-voluntária]
5485189907016634;2022;Atual;Universidade do Vale do Rio dos Sinos, UNISINOS, Brasil.;Blockchain;Chamada Universal CNPq/MCTI/FNDCT Nº 18/2021 -  Modelo de governança de rede para a adoção de tecnologias habilitadoras no contexto da indústria da saúde.
7302726381067992;2019;2020;IT University of Copenhagen, ITU, Dinamarca.;Blockchain;S2LEGDES: Secret Single Leader Election on the Edge of Speed
7302726381067992;2019;Atual;IT University of Copenhagen, ITU, Dinamarca.;Blockchain;Scalable Proof-of-Stake Blockchain Consensus Protocols
7302726381067992;2018;2019;IT University of Copenhagen, ITU, Dinamarca.;Blockchain;Efficient Provably Secure Blockchain Protocols and Applications
3696299629938135;2021;Atual;Universidade Federal de São Paulo, UNIFESP, Brasil.;Blockchain;Percepção dos gestores quanto a adoção do blockchain na cadeia de suprimentos
5486578243421803;2016;Atual;Universidade Federal de Ouro Preto, UFOP, Brasil.;Blockchain;Automacao para Industria 4.0
8463651002688096;2020;Atual;Centro Estadual de Educação Tecnológica Paula Souza, CEETEPS, Brasil.;Blockchain;Tecnologias Digitais em Sistemas Produtivos
8587567074814594;2019;Atual;Universidade de São Paulo, USP, Brasil.;Blockchain;Amazon Biobank: Blockchain as an enabling technology for the Amazon 4.0
8587567074814594;2019;Atual;Universidade de São Paulo, USP, Brasil.;Blockchain;USP Blockchain Research Initiative (UBRI)USP Blockchain Research Initiative (UBRI)
5941653866734201;2022;Atual;Universidade de Pernambuco, UPE, Brasil.;Blockchain;Utilização de smart contracts em blockchain na esfera jurídica: aplicabilidade e impactos de uma rede permissionada no processo de M&A com Due Diligence.
6631267110894080;2019;Atual;Universidade Federal do Ceará, UFC, Brasil.;Blockchain;CUIDA: Confiabilidade e Segurança na Coleta, Armazenamento e Análise de Dados Médicos em Ambientes Computacionais
