lattes id;ano inicio;ano fim;afiliacao;assunto;titulo
2479982770095588;2017;Atual;Universidade Estadual de Campinas, UNICAMP, Brasil.;Realidade Aumentada;Tecnologias de representação
9719247117370600;2019;2023;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Realidade Aumentada;3D SETeaching: o Ensino de Engenharia de Software utilizando Ambientes Tridimensionais
9719247117370600;2015;2019;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Realidade Aumentada;Projeto SoftVisInt
9719247117370600;2015;2017;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Realidade Aumentada;Prevenção da Obesidade e Promoção da Alimentação Saudável em Adolescentes de Áreas com Elevada Prevalência de Insegurança Alimentar: Atuando sobre a Alfabetização Alimentar e Fatores Psicossociais
9719247117370600;2013;2016;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Realidade Aumentada;NoMídia: Promovendo o Uso de Novas Mídias no Acesso e Manipulação de Informações para Promoção do Conhecimento
9719247117370600;2009;2012;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;Realidade Aumentada;Tecnologias para Educação em Engenharia de Software
5909154335340519;2011;2014;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;Holoface: O paradigma Holográfico no Design de Interação
8479082398514293;2021;Atual;Escola de Engenharia de São Carlos Universidade de São Paulo, EESC - USP, Brasil.;Realidade Aumentada;Desenvolvimento de protótipo funcional validado em ambiente relevante para Inteligência Aumentada em Redes de Valor Global
8479082398514293;2020;2021;Escola de Engenharia de São Carlos Universidade de São Paulo, EESC - USP, Brasil.;Realidade Aumentada;AuQua - Garantia de Qualidade em Tarefas de Montagem baseada em Inteligência Artificial e Realidade Aumentada para Redes de Valor Global
8630348977498378;2016;Atual;Universidade Tecnológica Federal do Paraná, UTFPR, Brasil.;Realidade Aumentada;Emprego da Realidade Virtual e da Realidade Aumentada como Ferramentas Potencializadoras no Aprendizado.
277705848688464;2005;2007;Universidade Federal de Itajubá, UNIFEI, Brasil.;Realidade Aumentada;Sistema Complexo Aprendente: Um Ambiente de Realidade Aumentada para Educação
4185679659611455;2019;Atual;Instituto de Pesquisas Tecnológicas do Estado de São Paulo, IPT, Brasil.;Realidade Aumentada;Sistemas Avançados de Apoio ao Operador de Campo
4185679659611455;2013;2016;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;Sistema de Montagem Assistida por Realidade Aumentada
521761025000380;2019;2021;Universidade Tecnológica Federal do Paraná, UTFPR, Brasil.;Realidade Aumentada;Estudo da atividade de teste de software em sistemas com saídas complexas
521761025000380;2019;Atual;Universidade Tecnológica Federal do Paraná, UTFPR, Brasil.;Realidade Aumentada;Avaliação de Percepção do Usuário no Processo de Interação Humano-Computador
8718817544368644;2022;Atual;Instituto Federal de Santa Catarina, IFSC, Brasil.;Realidade Aumentada;Construção de Materiais Educacionais com Realidade Aumentada
1592443578418038;2002;2009;Universidade Estadual Paulista Júlio de Mesquita Filho, UNESP, Brasil.;Realidade Aumentada;O potencial Performático e as Interfaces Hipermídias pelo viés das Estéticas Tecnológicas
878410768350416;2018;Atual;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Realidade Aumentada;AVAECIM ? Ambiente Virtual de Aprendizagem Experimental em Ciências e Matemática
412919715126909;2021;Atual;Universidade do Estado de Mato Grosso, UNEMAT, Brasil.;Realidade Aumentada;Estudos sobre Tecnologias Digitais no Ensino de Matemática: Inclusão Digital e Novas Abordagens
7514305376858192;2004;2015;Universidade Cruzeiro do Sul, UNICSUL, Brasil.;Realidade Aumentada;Ambientes e Frameworks para Realidade Virtual e Aumentada
5925784315354434;2014;2015;Universidade Regional Integrada do Alto Uruguai e das Missões, URI, Brasil.;Realidade Aumentada;ESTUDO E DESENVOLVIMENTO DE UM MODELO PARA A ELABORAÇÃO DE MATERIAL DIDÁTICO USANDO REALIDADE AUMENTADA MEDIADA POR DISPOSITIVOS MÓVEIS
9911012866860858;2017;2018;Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro, IFRJ, Brasil.;Realidade Aumentada;Inserções Tecnológicas em Museus de Ciência
8516604648327493;2021;2022;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;Protocolo integrado para documentação HBIM (Heritage Building Information Modeling) e desenvolvimento de um gêmeo digital para a gestão, conservação e divulgação do Museu Republicano
4440595486888973;2016;2019;Universidade Federal do Rio Grande do Norte, UFRN, Brasil.;Realidade Aumentada;O uso da Realidade Aumentada na Educação Lúdica
4731132112733505;2019;2020;Centro Universitário Adventista de São Paulo, UNASP, Brasil.;Realidade Aumentada;A gameficação como ferramenta de apoio ao processo cognitivo de crianças autistas
4571544548251124;2018;Atual;S B I, UCAM, Brasil.;Realidade Aumentada;O USO DE AVATARES COMO ESTRATÉGIA DE ENGAJAMENTO E SUCESSO DOS ESTUDANTES EM CURSOS DE GRADUAÇÃO A DIST NCIA
9962559130962213;2010;Atual;Universidade Federal de Itajubá, UNIFEI, Brasil.;Realidade Aumentada;Ambiente Temático Interativo com Realidade Aumentada para Museu de Ciência e Tecnologia
3684061144624450;2014;2016;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;Uso de Realidade Aumentada para visualização de informações sobre execução de edificações extraídas a partir de modelos BIM
3684061144624450;2012;2014;Universidade Estadual de Campinas, UNICAMP, Brasil.;Realidade Aumentada;Utilização de realidade aumentada no processo de projeto arquitetônico: projeto centrado no usuário
1562357566810393;2005;2006;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;GIVA-VR (Plataformas para o Desenvolvimento de Aplicações de Realidade Virtual Imersiva e Distribuída sobre Redes de Altíssima Velocidade
1402289786010170;2012;Atual;Universidade Federal do Pará, UFPA, Brasil.;Realidade Aumentada;LEITURA + NEUROCIÊNCIAS ­ Melhoria da Compreensão Leitora no Programa Mais Educação: Tempo, Espaço e Atividades Linguístico­Pedagógicas Inovadoras na Educação Integral
2704085730058906;2015;Atual;Universidade Estadual de Campinas, UNICAMP, Brasil.;Realidade Aumentada;O MANUAL DO PROPRIETÁRIO DA EDIFICAÇÃO INCORPORANDO A REALIDADE AUMENTADA
2704085730058906;2010;Atual;Universidade Estadual de Campinas, UNICAMP, Brasil.;Realidade Aumentada;A APLICABILIDADE DA REALIDADE AUMENTADA COMO FERRAMENTA DE INFORMAÇÃO NA ÁREA DE ARQUITETURA E CONSTRUÇÃO
5938003791536092;2016;2020;Centro Universitário Teresa D' Ávila, UNIFATEA, Brasil.;Realidade Aumentada;História e tecnologia: O uso do QR Code na disseminação histórico-cultural dos personagens ícones da história do desenvolvimento do município de Lorena-SP
5123696681613759;2005;2007;Universidade Federal de Itajubá, UNIFEI, Brasil.;Realidade Aumentada;ECRA - Ensino de Ciências com Realidade Aumentada e Misturada
5123696681613759;2003;2005;Universidade Federal de Itajubá, UNIFEI, Brasil.;Realidade Aumentada;Construção de Ambiente de Realidade Aumentada para o Desenvolvimento Cognitivo da Criança Surda
9016360553400035;2010;2012;Universidade de Pernambuco, UPE, Brasil.;Realidade Aumentada;Ambiente Virtual Colaborativo com Realidade Aumentada para Modelagem e Simulação de Sistemas de Eventos Discretos
6602202569381703;2019;Atual;Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS, Brasil.;Realidade Aumentada;Estudo comparativo de softwares de realidade aumentada para o incremento de materiais didáticos de ciências e matemática
4331004469675;2018;Atual;Universidade Federal de Minas Gerais, UFMG, Brasil.;Realidade Aumentada;PLAID-UNIVERCEMIG DIGITAL: plataforma digital para capacitação e treinamento de pessoal na área de Operação do Sistema Elétrico da CEMIG
9907691146700229;2019;Atual;Universidade Federal de Goiás, UFG, Brasil.;Realidade Aumentada;Desenvolvimento de estratégias de Realidade Aumentada e Virtual para o tratamento de acrofobia, aracnofobia e claustrofobia.
1538338871689655;2016;2016;Universidade Federal do Rio Grande do Sul, UFRGS, Brasil.;Realidade Aumentada;BRTracking - Reconstrução de objetos 3D Usando Câmeras RGB-D para Blended Reality
8057011287660102;2007;2010;Universidade de São Paulo, USP, Brasil.;Realidade Aumentada;Tidia-Ae - Fase II
4754106250302979;2022;Atual;Instituto Federal do Maranhão, IFMA, Brasil.;Realidade Aumentada;DESENVOLVIMENTO DE EXPERIÊNCIA EM REALIDADE AUMENTADA PARA EXPLORAÇÃO DO ACERVO AZULEJAR DO CENTRO HISTÓRICO DE SÃO LUIS
4754106250302979;2022;Atual;(CNPq) Conselho Nacional de Desenvolvimento Científico e Tecnológico.;Realidade Aumentada;METODOLOGIA DE PESQUISA ICONOGRÁFICA E ICONOLÓGICA DE PADRÃO AZULEJAR DE FACHADA DO CENTRO HISTÓRICO DE SÃO LUÍS - Domínio Design
4754106250302979;2019;2020;Instituto Federal do Maranhão, IFMA, Brasil.;Realidade Aumentada;Uso de marcadores fiduciais em ambientes de Realidade Aumentada adaptada ao cenário dos museus em São Luís-MA
1974791787566027;2010;2017;Universidade Presbiteriana Mackenzie, MACKENZIE, Brasil.;Realidade Aumentada;Uso de Visão Computacional em Sistemas de Realidade Aumentada
346488880579660;2017;Atual;Universidade Federal do Pará, UFPA, Brasil.;Realidade Aumentada;PRO3157-2017: Realidade Aumentada aplicada ao Estudo de Cargas Móveis para Pontes Ferroviárias e Modelagem de Material Rodante
7959022285837900;2006;2008;Universidade Federal de Itajubá, UNIFEI, Brasil.;Realidade Aumentada;Sistema Complexo Aprendente: Um Ambiente De Realidade Aumentada Para Educação
1734032782594771;2014;Atual;Pontifícia Universidade Católica do Rio de Janeiro, PUC-Rio, Brasil.;Realidade Aumentada;Wearable inteligente para apoiar a  melhoria da mobilidade em Deficientes Visuais (R$130.000,00 Edital MCTI-SECIS/CNPq Nº 84/2013 ? TECNOLOGIA ASSISTIVA)
8817591964244237;2015;2015;Universidade Federal Rural de Pernambuco, UFRPE, Brasil.;Realidade Aumentada;Realidade Aumentada em dispositivos móveis como ferramenta auxiliar em aulas de instituições de ensino no Estado de Pernambuco
7259733398888112;2016;Atual;Fundação Universidade Regional de Blumenau, FURB, Brasil.;Realidade Aumentada;Design inclusivo: projeto de artefato para crianças com Transtorno do Espectro do Autismo (TEA)
8974163389393254;2019;2021;Universidade do Estado de Minas Gerais, UEMG, Brasil.;Realidade Aumentada;Acropolis Remix:  o livro de artista e a exposição de arte em realidade aumentada
5870097378411046;2015;Atual;Universidade Federal de Uberlândia, UFU, Brasil.;Realidade Aumentada;Sistema multimodal para treinamento a distância em ambiente virtual ou de realidade aumentada destinado aos usuários de cadeiras de rodas motorizadas
6413917211782026;2023;Atual;Universidade Federal de Pernambuco, UFPE, Brasil.;Realidade Aumentada;Monitoring and Delivering Personalised Hand Neurorehabilitation through Virtual Activities Controlled by the Neural Drive
3776300004312848;2019;2020;Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, Brasil.;Realidade Aumentada;Human Robot Safe Collaboration HOSA
3776300004312848;2018;2020;Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, Brasil.;Realidade Aumentada;Base Station Robotic frontplane Operation -- RBOT
3977567032725249;2020;Atual;FEC, UNICAMP, Brasil.;Realidade Aumentada;User-Valued Innovations for Social Housing Upgrading through Trans-Atlantic Living Labs
