coordenador id;nome;afiliacao;ref id;ref nome
2339773434595512;Isaura da Cunha Seppi;Centro Universitário Senac, SENAC/SP, Brasil.;8901320181295016;Isaura da Cunha Seppi
9919663948518178;Victor Hugo do Vale Bastos;Universidade Federal do Piauí, UFPI, Brasil.;9919663948518178;Victor Hugo do Vale Bastos
3653836933415249;Renato de Souza Melo;Faculdade de Tecnologia de Curitiba, FATEC - PR, Brasil.;3653836933415249;Renato de Souza Melo
8012781178161885;Claudia Santos Oliveira;Universidade Nove de Julho, UNINOVE, Brasil.;8012781178161885;Claudia Santos Oliveira
0618657760457327;Christianne Soares Falcão;UniFBV Wyden, UNIFBV, Brasil.;618657760457327;Christianne Soares Falcão
3074180949976799;Matheus Silva d'Alencar;Universidade Estadual do Sudoeste da Bahia, UESB, Brasil.;3074180949976799;Matheus Silva d'Alencar
4119162366965074;Rodrigo Santiago Barbosa Rocha;Universidade do Estado do Pará, UEPA, Brasil.;4119162366965074;Rodrigo Santiago Barbosa Rocha
9404581635835762;Chao Lung Wen;Faculdade de Medicina da USP, FMUSP, Brasil.;9671955058119882;Chao Lung Wen
9233721956392610;Dariel de Carvalho;Centro Universitário Sagrado Coração, UNISAGRADO, Brasil.;9233721956392610;Dariel de Carvalho
6964518972629491;Ana Paula Espindula;Associação de Pais e Amigos dos Excepcionais - Uberaba-MG, APAE, Brasil.;6964518972629491;Ana Paula Espindula
2540729402102453;Wender Faleiro;Universidade Federal de Catalão, UFCAT, Brasil.;2540729402102453;Wender Faleiro
0416601437290797;Marta Rosecler Bez;Centro Universitário Feevale, FEEVALE, Brasil.;416601437290797;Marta Rosecler Bez
8068391785334566;Rodrigo Daminello Raimundo;Faculdade de Medicina do ABC, FMABC, Brasil.;8068391785334566;Rodrigo Daminello Raimundo
3068252812902262;William Robson Cordeiro Silva;Fundação de Apoio à Pesquisa do Estado do Rio Grande do Norte, FAPERN, Brasil.;3068252812902262;William Robson Cordeiro Silva
3326184726476427;Simone Helena Tanoue Vizioli;Instituto de Arquitetura e Urbanismo de São Carlos, IAU USP, Brasil.;3326184726476427;Simone Helena Tanoue Vizioli
7547226068281112;Christiane Lanatovitz Prado Medeiros;Universidade de Araraquara, UNIARA, Brasil.;7547226068281112;Christiane Lanatovitz Prado Medeiros
5399173621955960;Andre Fernandes da Paz;Universidade Federal do Estado do Rio de Janeiro, UNIRIO, Brasil.;5399173621955960;Andre Fernandes da Paz
6227453953185916;Manuel Rangel Borges Neto;Instituto Federal do Sertão Pernambucano, IF-Sertão PE, Brasil.;6227453953185916;Manuel Rangel Borges Neto
9364060009059018;Maria Isabel D Agostino Fleming;Museu de Arqueologia e Etnologia, MAE-USP, Brasil.;9364060009059018;Maria Isabel D Agostino Fleming
6150257777791594;Vanina Papini Góes Teixeira;Universidade Estadual de Ciências da Saúde de Alagoas, UNCISAL, Brasil.;6150257777791594;Vanina Papini Góes Teixeira
2583254908990488;Fernando de Telma Abdalla de Oliveira Cardoso Lemos;Universidade Federal do Vale do São Francisco, UNIVASF, Brasil.;2583254908990488;Fernando de Aguiar Lemos
3551273215361512;Letícia Fraga Matos Campos de Aquino;Prefeitura da Cidade do Rio de Janeiro, PM/RJ, Brasil.;683836610965593;Letícia Aquino
3551273215361512;Letícia Fraga Matos Campos de Aquino;TESTANDO, Brasil.;683836610965593;Letícia Aquino
