;Universidade do Estado de Minas Gerais;Ciência de Dados;04/10/2022;Geraldo Nunes Corrêa;Ivan José dos Reis Filho;Ciências Exatas e da Terra;Inteligência Artificial;Minas Gerais
;Centro Universitário de Brasília;Ciência de Dados;21/03/2023;Wandré Nunes de Pinho Veloso;-;Ciências Exatas e da Terra;Inteligência Artificial;Distrito Federal
;Universidade do Estado de Santa Catarina;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;12/01/2023;Cleide Vieira;-;Engenharias;Inteligência Artificial;Santa Catarina
;Universidade Tecnológica Federal do Paraná;CIÊNCIAS COMPUTACIONAIS APLICADAS;20/09/2022;Itamar Iliuk;Fernando Henrique Campos;Ciências Exatas e da Terra;Inteligência Artificial;Paraná
;Universidade do Oeste de Santa Catarina;Ciências da Vida em Pesquisa - CViP;23/05/2023;Patrick Zawadzki;Sayonara de Fátima Teston;Ciências da Saúde;Inteligência Artificial;Santa Catarina
;Instituto Federal do Ceará;Ciências Exatas Aplicadas;08/11/2022;Guilherme Alvaro Rodrigues Maia ;Cícero Carlos Felix de Oliveira;Ciências Exatas e da Terra;Inteligência Artificial;Ceará
;Universidade de Pernambuco;Cirurgia Geral e Transplante de fígado;27/05/2022;Leila Maria Moreira Beltrão Pereira;Leila Maria Moreira Beltrão Pereira;Ciências da Saúde;Inteligência Artificial;Pernambuco
;Universidade Estadual do Centro-Oeste;COMPANAT - Computação Natural e Paralela - Guarapuava;20/12/2022;Sandra Mara Guse Scós Venske;Sandra Mara Guse Scós Venske;Ciências Exatas e da Terra;Inteligência Artificial;Paraná
;Universidade do Estado do Rio de Janeiro;Comportamento e Projeto de Estruturas de Aço e Mistas;11/08/2022;André Tenchini da Silva;André Tenchini da Silva;Engenharias;Inteligência Artificial;Rio de Janeiro
;Universidade de Brasília;Comportamento em Transportes e Novas Tecnologias;17/10/2022;Pastor Willy Gonzales Taco;Fabiana Serra de Arruda;Engenharias;Inteligência Artificial;Distrito Federal
;Universidade Católica de Pernambuco;Computação Aplicada;05/05/2023;Liliane Sheyla da Silva Fonseca;-;Ciências Exatas e da Terra;Inteligência Artificial;Pernambuco
;Universidade Federal de Alagoas;Computação Aplicada;12/09/2022;Patrick Henrique da Silva Brito;Tácito Trindade de Araújo Tiburtino Neves;Ciências Exatas e da Terra;Inteligência Artificial;Alagoas
;Universidade Federal de Pelotas;Computação Aplicada ao Meio Ambiente;23/06/2022;Marilton Sanchotene de ;-;Ciências Exatas e da Terra;Inteligência Artificial;Rio Grande do Sul
;Universidade Federal de Pernambuco;Computação Biomédica;02/02/2023;Wellington Pinheiro dos ;Ricardo Emmanuel de Souza;Engenharias;Inteligência Artificial;Pernambuco
;Universidade Federal Fluminense;Computação Cognitiva em Redes Complexas;10/01/2023;Rogério Pinto Espíndola;Rogério Pinto Espíndola;Ciências Exatas e da Terra;Inteligência Artificial;Rio de Janeiro
;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul;Computação Interdisciplinar e Aplicada Alto Jacuí;07/06/2022;Edimar Manica;Luis Claudio Gubert;Ciências Exatas e da Terra;Inteligência Artificial;Rio Grande do Sul
;Universidade FUMEC;Computação Quântica e Sistemas de Informação Quânticos;31/03/2023;Joao Victor Boechat Gomide;-;Ciências Exatas e da Terra;Inteligência Artificial;Minas Gerais
;Universidade Estadual de Campinas;Computação Visual;19/04/2023;José Mario De Martino;-;Ciências Exatas e da Terra;Inteligência Artificial;São Paulo
;Universidade Estadual do Oeste do Paraná;Computação Visual Aplicada;26/04/2023;Fabiana Frata Furlan Peres;-;Ciências Exatas e da Terra;Inteligência Artificial;Paraná
;Universidade Federal Rural do Semi-Árido;Computational Intelligence Laboratory (CILab);30/01/2023;Rosana Cibely Batista Rego;Rosana Cibely Batista Rego;Ciências Exatas e da Terra;Inteligência Artificial;Rio Grande do Norte
;Universidade Federal de Pelotas;Comunicação, Cultura, Tecnologias  e  Modos de Subjetivação ;03/04/2023;Rosária Ilgenfritz Sperotto;Maria Simone Debacco;Ciências Humanas;Inteligência Artificial;Rio Grande do Sul
;Universidade Federal do Rio Grande do Norte;Comunicação, Processamento e Análise da Informação;26/12/2022;João Batista Borges Neto;João Batista Borges Neto;Ciências Exatas e da Terra;Inteligência Artificial;Rio Grande do Norte
;Universidade Federal do Rio Grande do Norte;Conect2ai;25/05/2023;Ivanovitch Medeiros Dantas ;-;Engenharias;Inteligência Artificial;Rio Grande do Norte
;Universidade Veiga de Almeida;Conectando Ciência, Inovação e Inteligência Artificial: construção de ;03/05/2023;Anderson Amendoeira ;-;Ciências Exatas e da Terra;Inteligência Artificial;Rio de Janeiro
;Pontifícia Universidade Católica de Minas Gerais;Constitucionalismo e direitos na era digital - Algolatr.IA;18/03/2023;Jose Adercio Leite Sampaio;-;Ciências Sociais Aplicadas;Inteligência Artificial;Minas Gerais
;Universidade Federal de Campina Grande;Construções Rurais e Ambiência;24/07/2022;Dermeval Araújo Furtado;Dermeval Araújo Furtado;Ciências Agrárias;Inteligência Artificial;Paraíba
;Universidade Federal de Uberlândia;Contabilometria e Métodos Computacionais aplicados às Ciências ;24/03/2023;Jéssica Rayse de Melo Silva;Carlos Roberto Souza Carmo;Ciências Sociais Aplicadas;Inteligência Artificial;Minas Gerais
;Universidade Estadual Paulista Júlio de Mesquita Filho;Controle e otimização de sistemas UNESP / IFSP / CEFET-RJ;25/04/2023;Flávio Andrade Faria;Rafael Fernando Quirino Magossi;Engenharias;Inteligência Artificial;São Paulo
;Universidade de São Paulo;CSIM - Computação em Sinais e Imagens Médicas;24/08/2022;Luiz Otavio Murta Junior;-;Engenharias;Inteligência Artificial;São Paulo
;Universidade Federal de Santa Maria;CTG - Contabilidade, Tecnologia e Gestão;01/12/2022;Lucas Feksa Ramos;Lucas Feksa Ramos;Ciências Sociais Aplicadas;Inteligência Artificial;Rio Grande do Sul
;Universidade Federal do Triângulo Mineiro;CubeSat UFTM;17/02/2023;Cláriton Rodrigues Bernadelli;-;Engenharias;Inteligência Artificial;Minas Gerais
;Fundação Getúlio Vargas;Cubo de Inovação - Laboratório de Pesquisa e Produção em Ambientes ;10/02/2023;Alessandra Cristina da Silva ;-;Ciências Sociais Aplicadas;Inteligência Artificial;Goiás
;Universidade Federal de Campina Grande;D-Optimus (Simulação e Otimização de Ecossistemas Digitais);17/05/2023;Josenildo Brito de Oliveira;Francisco Kegenaldo Alves de Sousa;Engenharias;Inteligência Artificial;Paraíba
;Universidade Federal Fluminense;DATA - Pesquisa em Informática Aplicada e Estudos Organizacionais ;18/05/2023;Elaine Ribeiro Sigette;-;Ciências Exatas e da Terra;Inteligência Artificial;Rio de Janeiro
;Universidade Federal de Pelotas;Datalab - Laboratório de Ciência de Dados e Aprendizado de Máquina;17/08/2022;Ricardo Matsumura de ;-;Ciências Exatas e da Terra;Inteligência Artificial;Rio Grande do Sul
;Universidade Federal da Grande Dourados;Democracia, Constituição e Direitos Humano-fundamentais;27/02/2023;Arthur Ramos do Nascimento;Julia Stefanello Pires;Ciências Sociais Aplicadas;Inteligência Artificial;Mato Grosso do Sul
;Universidade Estadual de Santa Cruz;Democracia, Justiça, Alteridade e Vulnerabilidades (DeJAVu);04/04/2023;Lauricio Alves Carvalho Pedrosa;Wagner de Oliveira Rodrigues;Ciências Sociais Aplicadas;Inteligência Artificial;Bahia
;Sociedade Educacional Sergipe Del Rey Ltda;Departamento de Pesquisas Computacionais e Tecnologias ;27/04/2023;Adriana de Lima Mendonca;-;Ciências Exatas e da Terra;Inteligência Artificial;Sergipe
;Universidade Federal do Recôncavo da Bahia;DESCOMPLICAR - DESenvolvimento e COMputação aPLICAda no Recôncavo ;05/05/2023;José Valentim dos Santos Filho;-;Ciências Exatas e da Terra;Inteligência Artificial;Bahia
;Universidade Federal do Amazonas;Design, Logística e Transportes da Amazônia - DELTA;14/06/2022;Karla Mazarelo Maciel Pacheco;Karla Mazarelo Maciel Pacheco;Engenharias;Inteligência Artificial;Amazonas
;Universidade Anhembi Morumbi;Design_arte computacional: inteligência artificial;01/02/2023;Suzete Venturelli;Gilberto dos Santos Prado;Ciências Sociais Aplicadas;Inteligência Artificial;Goiás
;Universidade Federal de Alfenas;Detecção, Simulação e Fenomenologia de Partículas;16/02/2023;Gustavo do Amaral Valdiviesso;-;Ciências Exatas e da Terra;Inteligência Artificial;Minas Gerais
;Universidade de Fortaleza;Diálogo Ambiental, Constitucional, Internacional ;17/08/2022;Bleine Queiroz Caúla;-;Ciências Sociais Aplicadas;Inteligência Artificial;Ceará
;Faculdades Milton Campos;Digitalização, inteligência artificial e pesquisa jurídica a partir da pandemia;16/12/2022;Carlos Alberto Rohrmann;-;Ciências Sociais Aplicadas;Inteligência Artificial;Minas Gerais
;Universidade Federal da Bahia;Direito Civil e Sociedade;11/04/2023;Maurício Requião de Sant'Ana;-;Ciências Sociais Aplicadas;Inteligência Artificial;Bahia
;Fundação UNIRG;Direito do Consumidor e Sociedade da Era Digital;19/03/2023;Adriano Fernandes Moreira;-;Ciências Sociais Aplicadas;Inteligência Artificial;Tocantins
;União Educacional de Cascavel;Direito e Regulações;31/01/2023;Alfredo Copetti Neto;Alfredo Copetti Neto;Ciências Sociais Aplicadas;Inteligência Artificial;Paraná
;Grupo IBMEC;Direito Econômico, Propriedade Intelectual e  Sustentabilidade;02/08/2022;Veronica Lagassi;Carla Izolda Fiuza Costa Marshall;Ciências Sociais Aplicadas;Inteligência Artificial;Distrito Federal
;Pontifícia Universidade Católica de São Paulo;Direito Empresarial na Economia Digital;24/03/2023;Vitor Morais de Andrade;Vitor Morais de Andrade;Ciências Sociais Aplicadas;Inteligência Artificial;São Paulo
;Universidade Federal de Uberlândia;Direito Empresarial, inovações tecnológicas e Direitos Humanos;22/07/2022;Almir Garcia Fernandes;Heloisa Helena de Almeida Portugal;Ciências Sociais Aplicadas;Inteligência Artificial;Minas Gerais
;Universidade de São Paulo;Direito, Ética e Inteligência Artificial;11/04/2023;Cristina Godoy Bernardo de ;-;Ciências Sociais Aplicadas;Inteligência Artificial;São Paulo
;Universidade Presbiteriana Mackenzie;Direito, Inovação e Tecnologia ;24/05/2023;Francesca Columbu;Ana Raquel Mechlin Prado Menezes;Ciências Sociais Aplicadas;Inteligência Artificial;São Paulo
;Universidade de Brasília;Direito, Racionalidade e Inteligência Artificial  - DRIA.UnB;05/04/2023;Debora Bonat;Debora Bonat;Ciências Sociais Aplicadas;Inteligência Artificial;Distrito Federal
;Universidade Federal de Minas Gerais;Direito, Tecnologia e Inovação - DTI UFMG;12/05/2023;Leonardo Netto Parentoni;-;Ciências Sociais Aplicadas;Inteligência Artificial;Minas Gerais
;Universidade de Fortaleza;Direitos das Minorias e das Pessoas em Situação de Vulnerabilidade;03/02/2023;Ana Maria D´Ávila Lopes;-;Ciências Sociais Aplicadas;Inteligência Artificial;Ceará
;Universidade de Santo Amaro;Direitos fundamentais e regime jurídico da saúde ;22/03/2023;Lúcio Flávio Joichi Sunakozawa;Lúcio Flávio Joichi Sunakozawa;Ciências Sociais Aplicadas;Inteligência Artificial;São Paulo
;Universidade Tiradentes;Direitos Fundamentais, Novos Direitos e Evolução Social;18/05/2023;Clara Cardoso Machado ;Carlos Augusto Alcantara Machado;Ciências Sociais Aplicadas;Inteligência Artificial;Pernambuco
;Universidade Federal de Ouro Preto;Discovery Data Lab;25/11/2022;Talles Henrique de Medeiros;-;Ciências Exatas e da Terra;Inteligência Artificial;Minas Gerais
;Universidade Federal do Agreste de Pernambuco;DKD - Distributed Knowledge Development;01/07/2022;Rodrigo Gusmão de Carvalho Rocha;Igor Medeiros Vanderlei;Ciências Exatas e da Terra;Inteligência Artificial;Pernambuco
;Universidade de Brasília;DR.IA - UnB - Laboratório de pesquisa empírica e aplicada em Direito e ;05/04/2023;Debora Bonat;Debora Bonat;Ciências Sociais Aplicadas;Inteligência Artificial;Distrito Federal
;Universidade Federal do Amazonas;e-Controls - Grupo de  Estudos em Controle de Sistemas;30/04/2023;Renan Landau Paiva de Medeiros;Renan Landau Paiva de Medeiros;Engenharias;Inteligência Artificial;Amazonas
;Universidade Federal de Rondônia;Ecoacústica e Inteligência Artificial Aplicados à Pesquisa em Ecossistemas ;12/12/2022;Seimor Walchhütter;-;Ciências Sociais Aplicadas;Inteligência Artificial;Rondônia
;Universidade do Estado do Amazonas;Economia Aplicada;06/02/2023;Tarcísio da Costa Lobato;-;Ciências Sociais Aplicadas;Inteligência Artificial;Amazonas
;Centro Universitário Internacional;Educação Híbrida e a Distância;25/04/2023;Siderly do Carmo Dahle de Almeida;-;Ciências Humanas;Inteligência Artificial;São Paulo
;Universidade Federal de Ouro Preto;Efeitos da Geração Distribuída (EGED);26/01/2023;Bruno Randazzo Baroni;-;Engenharias;Inteligência Artificial;Minas Gerais
;Universidade Estadual de Londrina;Engenharia Biomédica e Instrumentação Eletrônica;30/03/2023;Márcio Roberto Covacic;Márcio Roberto Covacic;Engenharias;Inteligência Artificial;Paraná
;Universidade Federal de Santa Maria;Engenharia de Irrigação;17/10/2022;Adroaldo Dias Robaina;Marcia Xavier Peiter;Ciências Agrárias;Inteligência Artificial;Rio Grande do Sul
;Universidade Federal de Pernambuco;ENGENHARIA DE REATORES;09/01/2023;Fernando Roberto de Andrade Lima;Fernando Roberto de Andrade Lima;Engenharias;Inteligência Artificial;Pernambuco
;Universidade Federal de Alagoas;Engenharia de Sistemas Cognitivos;12/04/2023;Evandro de Barros Costa;Evandro de Barros Costa;Ciências Exatas e da Terra;Inteligência Artificial;Alagoas
;Universidade Federal do Piauí;Engenharia de Software;08/05/2023;Guilherme Amaral Avelino;Guilherme Amaral Avelino;Ciências Exatas e da Terra;Inteligência Artificial;Piauí
;Universidade Paulista;Engenharia de Software Aplicada à Criação de Sistemas Críticos;14/09/2022;Marcelo Nogueira;Marcelo Nogueira;Ciências Exatas e da Terra;Inteligência Artificial;São Paulo
;Universidade de Brasília;Engenharia de Software, Governança em TIC e Governança Digital;22/10/2022;Edna Dias Canedo;Edna Dias Canedo;Ciências Exatas e da Terra;Inteligência Artificial;Distrito Federal
;Universidade Estadual de Campinas;Engenharia de Software, Testes e Tolerância a Falhas;10/03/2023;Breno Bernard Nicolau de França;Breno Bernard Nicolau de França;Ciências Exatas e da Terra;Inteligência Artificial;São Paulo
;Instituto Stela;Engenharia do Conhecimento aplicada a Gestão de Informação e ;21/11/2022;Denilson Sell;-;Ciências Exatas e da Terra;Inteligência Artificial;Santa Catarina
;Universidade do Estado de Santa Catarina;Engenharia e Desenvolvimento de Tecnologia da Informação;23/05/2023;Fernando dos Santos;Pablo Schoeffel;Ciências Exatas e da Terra;Inteligência Artificial;Santa Catarina
;Universidade Estadual de Campinas;Engenharia Metroferroviária;08/03/2023;Paulo Roberto Gardel Kurka;Paulo Roberto Gardel Kurka;Engenharias;Inteligência Artificial;São Paulo
;Universidade Federal de Alagoas;ENGINEERING AND SYSTEMS GROUP (EASY Group);19/04/2023;Baldoino Fonseca dos Santos Neto;Davi Bibiano Brito;Engenharias;Inteligência Artificial;Alagoas
;Instituto Federal da Bahia;Ensaios Não Destrutivos;21/02/2023;Ivan Costa da Silva;Ivan Costa da Silva;Engenharias;Inteligência Artificial;Bahia
;Instituto Federal de Educação Ciência e Tecnologia de Mato Grosso;ENSINO EM CIÊNCIAS DA NATUREZA, MATEMÁTICA E SUAS TECNOLOGIAS;25/04/2023;Walter Morinobu Nakaema;Ismael Alves junior;Ciências Exatas e da Terra;Inteligência Artificial;Mato Grosso
;Instituto Federal de Educação Ciência e Tecnologia de Mato Grosso;ENSINO EXPERIMENTAL E TECNOLÓGICO DA FÍSICA E ÁREAS ;25/04/2023;Pedro Martins Sousa;-;Ciências Exatas e da Terra;Inteligência Artificial;Mato Grosso
;Universidade Estadual Paulista Júlio de Mesquita Filho;Espectroanalítica e automação;01/03/2023;Jose Anchieta Gomes Neto;Edilene Cristina Ferreira;Ciências Exatas e da Terra;Inteligência Artificial;São Paulo
;Universidade Federal do Acre;Estação de Geofísica Aplicada do Acre;09/03/2023;Antonio Romero da Costa Pinheiro;-;Ciências Exatas e da Terra;Inteligência Artificial;Acre
;Universidade Federal da Bahia;Estatística e Ciência de Dados;13/03/2023;Paulo Jorge Canas Rodrigues;-;Ciências Exatas e da Terra;Inteligência Artificial;Bahia
;Universidade Nove de Julho;Estratégia e Competitividade;14/10/2022;Benny Kramer Costa;Roberto Lima Ruas;Ciências Sociais Aplicadas;Inteligência Artificial;São Paulo
;Instituto para o Desenvolvimento da Educação;Estratégia, Inovação e Tecnologias de apoio à Gestão;28/10/2022;Elnivan Moreira de Souza;-;Ciências Sociais Aplicadas;Inteligência Artificial;Rio Grande do Norte
;Universidade Federal do Maranhão ;Estudos avançados em Estomatopatologia;25/11/2022;Erika Martins Pereira;-;Ciências da Saúde;Inteligência Artificial;Maranhão
;Instituto Federal de Educação, Ciência e Tecnologia do Pará;Estudos Avançados em Gestão;07/11/2022;Alessandro de Castro Corrêa;Francisco do Nascimento Felix;Ciências Sociais Aplicadas;Inteligência Artificial;Pará
;Universidade Federal de Campina Grande;Estudos de Controle e Gestão de Tráfego Viário;13/04/2023;Izabelle Marie Trindade Bezerra;-;Engenharias;Inteligência Artificial;Paraíba
;Universidade Federal do Amapá;Estudos em Sistemas de Energia;22/12/2022;Werbeston Douglas de ;Alaan Ubaiara Brito;Engenharias;Inteligência Artificial;Amapá
;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB;Estudos Interdisciplinares na Área de Biologia e Meio Ambiente;18/09/2022;Sarahbelle Leitte Cartaxo Meneses;Sarahbelle Leitte Cartaxo Meneses;Ciências Biológicas;Inteligência Artificial;Paraíba
;Universidade Federal do Paraná;Evolução;07/02/2023;Aurora Trinidad Ramirez Pozo;Silvia Regina Vergilio;Ciências Exatas e da Terra;Inteligência Artificial;Paraná
;Universidade de Brasília;Ferramentas de inteligência artificial: aplicação em Odontologia;30/01/2023;André Ferreira Leite;-;Ciências da Saúde;Inteligência Artificial;Distrito Federal
;Universidade Estadual de Feira de Santana;Finanças Computacionais;12/05/2023;Carlos Alberto Rodrigues;-;Ciências Exatas e da Terra;Inteligência Artificial;Bahia
;Universidade Estadual de Feira de Santana;Finanças Computacionais;19/05/2023;Carlos Alberto Rodrigues;-;Ciências Exatas e da Terra;Inteligência Artificial;Bahia
;Universidade Federal do Paraná;FORESTEYES - INTEGRAÇÃO GEOTECNOLÓGICA PARA VARIÁVEIS ;19/03/2023;Carlos Roberto Sanquetta;Carlos Roberto Sanquetta;Ciências Agrárias;Inteligência Artificial;Paraná
;Faculdade Jesuíta de Filosofia e Teologia;G-PEB Grupo de Pesquisa em Filosofia do Comportamento Econômico;10/04/2023;Nara Lucia de Melo Lemos Rela;Rogério Antonio Picoli;Ciências Humanas;Inteligência Artificial;Minas Gerais
;Universidade Federal de Sergipe;G2PSI - Grupo de Pesquisa e Prática em Sistemas de Informação;27/07/2022;Marcos Barbosa Dósea;-;Ciências Exatas e da Terra;Inteligência Artificial;Sergipe
;Universidade de São Paulo;GAIA - Grupo de Arte e Inteligência Artificial;31/01/2023;Bruno Seravali Moreschi;Bruno Seravali Moreschi;Lingüística, Letras e Artes;Inteligência Artificial;São Paulo
;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;GAIn;24/08/2022;Gustavo Maia de Almeida;Gustavo Maia de Almeida;Engenharias;Inteligência Artificial;Espírito Santo
;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;GAMA - Grupo de Aprendizado de Máquina e Automação;09/08/2022;Daniel Cruz Cavalieri;Daniel Cruz Cavalieri;Ciências Exatas e da Terra;Inteligência Artificial;Espírito Santo
;Universidade Presbiteriana Mackenzie;Games, Educação, Tecnologia e Sociedade (GETS);18/01/2023;Pollyana Coelho da Silva ;-;Engenharias;Inteligência Artificial;São Paulo
;Universidade Federal do Espírito Santo;GAMIAC: Grupo de Automação, Modelagem e Inteligência Artificial ;03/03/2023;Maicon Pierre Lourenço;-;Ciências Exatas e da Terra;Inteligência Artificial;Espírito Santo
;Universidade Federal da Bahia;GAMMA - Growing with Applied Metrics and Mindful Analysis;23/04/2023;Karla Patricia Santos Oliveira ;-;Engenharias;Inteligência Artificial;Bahia
;Pontifícia Universidade Católica de São Paulo;GEA - Grupo de Pesquisa em Eletromagnetismo Aplicado;15/10/2022;Francisco Xavier Sevegnani;Francisco Xavier Sevegnani;Engenharias;Inteligência Artificial;São Paulo
;Universidade Federal de Santa Maria;GEdAI - Grupo de Estudos Avançados e Interdisciplinares em Engenharia ;09/03/2023;Marcelo Serrano Zanetti;Marcos Hideo Maruo;Engenharias;Inteligência Artificial;Rio Grande do Sul
;Instituto Federal Goiano;GEDAIA - Grupo de Excelência em Dados, Automação e Inteligência ;19/10/2022;Jesmmer da Silveira Alves;-;Ciências Exatas e da Terra;Inteligência Artificial;Goiás
;Centro Universitário Adventista de São Paulo;GEDECOMP - Grupo de Pesquisa em Direito e Computação;30/08/2022;Carlos Alexandre Hees;-;Ciências Sociais Aplicadas;Inteligência Artificial;São Paulo
;Universidade do Estado da Bahia;GEEMAT - Grupo de Estudos em Educação, Matemática e Tecnologias;02/09/2022;Mirian Ferreira de Brito;Mirian Ferreira de Brito;Ciências Exatas e da Terra;Inteligência Artificial;Bahia
;Universidade de Pernambuco;Genética Humana e Animal;28/03/2023;Maria Tereza Cartaxo Muniz;-;Ciências Biológicas;Inteligência Artificial;Pernambuco
;Universidade Federal de Viçosa;Genética Quantitativa, Estatística Genômica e BLUP no Melhoramento ;09/03/2023;Cosme Damiao Cruz;Cosme Damiao Cruz;Ciências Agrárias;Inteligência Artificial;Minas Gerais
;Universidade Tecnológica Federal do Paraná;GENETSEC - Grupo de Estudos em Redes e Segurança Computacional;01/03/2023;Euclides Peres Farias Junior;Franck Carlos Vélez Benito;Ciências Exatas e da Terra;Inteligência Artificial;Paraná
;Instituto Federal de Alagoas - Matriz;GENIAR - Grupo de Empreendedorismo, Networks, ;16/03/2023;Leonardo Bruno Medeiros Silva;-;Ciências Exatas e da Terra;Inteligência Artificial;Alagoas
;Universidade Federal de São Carlos;Geoprocessamento;28/02/2023;Edson Augusto Melanda;Sergio Antonio Röhm;Ciências Sociais Aplicadas;Inteligência Artificial;São Paulo
;Universidade de São Paulo;GEPEA/EPUSP - Grupo de Energia do Departamento de Engenharia de ;16/11/2022;André Luiz Veiga Gimenes;-;Engenharias;Inteligência Artificial;São Paulo
;Fundação Oswaldo Cruz;GEPeSS - Grupo de Engenharia de Proteínas e Soluções para Saúde;25/10/2022;Marcos Roberto Lourenzoni;Gilvan Pessoa Furtado;Ciências Biológicas;Inteligência Artificial;Distrito Federal
;Universidade Federal do Paraná;GEPTA - Grupo de Estudos e Pesquisas em Tecnologia Aplicada;09/05/2023;Luiz Antônio Pereira Neves;Luiz Antônio Pereira Neves;Ciências Exatas e da Terra;Inteligência Artificial;Paraná
;Universidade Presbiteriana Mackenzie;Gestão da Cadeia de Suprimentos;17/02/2023;Roberto Giro Moori;-;Ciências Sociais Aplicadas;Inteligência Artificial;São Paulo
;Universidade Federal do Rio de Janeiro;Gestão e Operações de Serviços de Saúde;02/04/2023;Claudia Affonso Silva Araujo;-;Ciências Sociais Aplicadas;Inteligência Artificial;Rio de Janeiro
;Universidade Ibirapuera;Gestão Financeira;22/02/2023;Juliano Augusto Orsi de Araujo;-;Ciências Sociais Aplicadas;Inteligência Artificial;São Paulo
;Universidade Federal de Mato Grosso do Sul;Gestão Pública Ambiental e Políticas Públicas de Desenvolvimento ;15/06/2022;Priscila Lini;Priscila Lini;Outra;Inteligência Artificial;Mato Grosso
;Universidade Federal Rural do Semi-Árido;GESyCA - Group of Embedded System and Computer Architecture;19/08/2022;Leiva Casemiro Oliveira;Leiva Casemiro Oliveira;Ciências Exatas e da Terra;Inteligência Artificial;Rio Grande do Norte
;Universidade Federal do Maranhão ;GETAD - Grupo de Estudo em Tecnologia e Agricultura Digital;16/03/2023;Washington da Silva Sousa;-;Ciências Agrárias;Inteligência Artificial;Maranhão
;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;Geted - Grupo de Pesquisa em Tecnologias Educacionais;20/04/2023;Walber Antonio Ramos Beltrame;Jonathan Toczek Souza;Ciências Exatas e da Terra;Inteligência Artificial;Espírito Santo
;Instituto Federal de Santa Catarina;GHETTO - Grupo de Estudos em História e Filosofia da Ciência e da ;19/05/2023;Daniel Ecco;Daniel Ecco;Outra;Inteligência Artificial;Santa Catarina
;Instituto Federal da Bahia;GIA - Grupo de Informática Aplicada;27/04/2023;Jorge Costa Leite Junior;Thiago Souto Mendes;Ciências Exatas e da Terra;Inteligência Artificial;Bahia
;Instituto Federal de Santa Catarina;GILM - Grupo de Pesquisa em Informática, Lógica e Matemática;09/05/2023;Jaison Schinaider;Samuel da Silva Feitosa;Ciências Exatas e da Terra;Inteligência Artificial;Santa Catarina
;Instituto Federal da Bahia;GIPAR - Grupo de Inovação e Pesquisa em Automação e Robótica;08/05/2023;Joao Erivando Soares Marques;Joao Erivando Soares Marques;Engenharias;Inteligência Artificial;Bahia
;Universidade Federal de São Carlos;GIS - Group of Inductive Statistics;20/01/2023;Carlos Alberto de Braganca Pereira;Carlos Alberto de Braganca Pereira;Ciências Exatas e da Terra;Inteligência Artificial;São Paulo
;Instituto Federal de Educação, Ciência e Tecnologia do Tocantins;GITES: Gestão, Inovação, Tecnologia, e Educação Socioambiental ;16/05/2023;Mateus Dall'Agnol;Mário de Souza Lima e Silva;Ciências Sociais Aplicadas;Inteligência Artificial;Tocantins
;Instituto Federal de Educação, Ciência e Tecnologia do Pará;GP-PEEACIA: GRUPO DE PESQUISAS EM PROCESSAMENTO DE ENERGIA ;30/01/2023;Marconiel Neto da Silva;Marconiel Neto da Silva;Engenharias;Inteligência Artificial;Pará
;Hospital Universitário Lauro Wanderley/Ebserh;GPAC- Grupo de Pesquisa em Anomalias Craniofaciais;23/05/2023;Rosa Helena Wanderley Lacerda;-;Ciências da Saúde;Inteligência Artificial;Paraíba
;Instituto Federal de São Paulo;GPCAA - Grupo de Pesquisa em Computação Aplicada à Automação;12/05/2023;Natal Henrique Cordeiro;Natal Henrique Cordeiro;Ciências Exatas e da Terra;Inteligência Artificial;São Paulo
;Universidade Tecnológica Federal do Paraná;GPEC - Grupo de Pesquisa em Engenharia da Confiabilidade;06/10/2022;Emerson Rigoni;Marcelo Rodrigues;Engenharias;Inteligência Artificial;Paraná
;Instituto Federal de São Paulo;GPECA - Grupo de Pesquisas e Estudos em Computação Aplicada;27/10/2022;Renata Maria Porto Vanni;Renata Maria Porto Vanni;Ciências Exatas e da Terra;Inteligência Artificial;São Paulo
;Instituto Federal do Ceará;GPEM - Grupo de Pesquisa em Mecatrônica;08/02/2023;Edilson Mineiro Sa Junior;-;Engenharias;Inteligência Artificial;Ceará
;Universidade de Pernambuco;GPENVH - Grupo de Pesquisa sobre Envelhecimento Humano ;22/05/2023;Francis Trombini de Souza;-;Ciências da Saúde;Inteligência Artificial;Pernambuco
;Universidade Federal Rural do Semi-Árido;GPES - Grupo de Pesquisa em Engenharia de Software;03/04/2023;Francisco Milton Mendes Neto;-;Ciências Exatas e da Terra;Inteligência Artificial;Rio Grande do Norte
;Universidade Federal de Santa Maria;GPESC - Grupo de Pesquisa em Engenharia de Sistemas e ;29/11/2022;Christopher Shneider Cerqueira;Christopher Shneider Cerqueira;Engenharias;Inteligência Artificial;Rio Grande do Sul
;Instituto Federal de Sergipe;GPETEC - Grupo de Pesquisa em Educação e Tecnologia;27/09/2022;Josiane de Nazaré Silva Lopes;-;Ciências Exatas e da Terra;Inteligência Artificial;Sergipe
