LattesID;CoordenadorCitado;AnoInicio;AnoFim;Titulo;Assunto
1095395084173623;;2016;2017;Narrativas em Realidade Virtual em redações com equipe integrada (jornalistas, programadores, designers) para jornalismo imersivo;Realidade Virtual
309471026419288;;2007;2009;EDUGAMES - Projeto de jogos educacionais para o ensino de Matemática e Geografia usando realidade virtual e telefones celulares, por meio de softwares livres;Realidade Virtual
309471026419288;Ronei Marcos de Moraes;2007;2009;EDUGAMES - Projeto de jogos educacionais para o ensino de Matemática e Geografia usando realidade virtual e telefones celulares, por meio de softwares livres;Realidade Virtual
6314880203551705;Alcyr Alves de Oliveira;2018;Atual;Realidade virtual e paralisia cerebral grave;Realidade Virtual
155109382883894;Elizeu Batista Borloti;2018;Atual;Tecnologia de realidade virtual no tratamento de transtornos de ansiedade: uma investigação analítico-comportamental;Realidade Virtual
155109382883894;Verônica Bender Haydu;2012;2015;Simulador de realidade virtual para tratamento de medos e fobias: uma investigação analítico-comportamental;Realidade Virtual
4054756781423727;Raúl Antonino Feijoó;2009;2016;Instituto Nacional de Ciência e Tecnologia em Medicina Assistida por Computação Científica;Realidade Virtual
4054756781423727;;2009;2012;Visualização de Dados Científicos em Ambientes de Realidade Virtual Imersiva;Realidade Virtual
1395611889215489;Renan Carreiro Rocha;2017;Atual;Plataforma virtual 3D para capacitação em Manutenção de Vagão GDE;Realidade Virtual
8265885406314576;Denise Fukumi Tsunoda;2009;2012;Aplicações de realidade virtual na educação;Realidade Virtual
8265885406314576;Denise Fukumi Tsunoda;2002;2004;Curitiba Virtual;Realidade Virtual
36094469253959;Fernando Firmino da Silva;2017;2020;Narrativas com tecnologias móveis em vídeos de 360 graus: Realidade Virtual Imersiva e inovação no jornalismo;Realidade Virtual
725688676174564;Leonardo César Carvalho;2016;Atual;Inovação Tecnológica aplicada a reabilitação musculoesquelética;Realidade Virtual
9288384144226144;Maria da Gloria Canto de Sousa;2021;2022;Dizziness VR: Aplicação de técnicas de realidade virtual no auxílio do tratamento da tontura;Realidade Virtual
7614206164174151;;2017;2022;Núcleo de Excelência em Tecnologias para Internet das Coisas (IoT-A) (Aprovado no Edital FAPES/CNPq Nº 06/2017 - PRONEX - Programa de Apoio a Núcleos de Excelência);Realidade Virtual
6482186733034818;Sandro Canavezzi de Abreu;2021;Atual;Realidade Virtual (Rv), Realidade Aumentada (Ra) E Arte: Potencializando O Processo De Ensino/Aprendizagem;Realidade Virtual
6482186733034818;Sandro Canavezzi de Abreu;2017;Atual;PLAID-UNIVERCEMIG - Plataforma digital para treinamento de pessoal.;Realidade Virtual
6482186733034818;Sandro Canavezzi de Abreu;2017;Atual;Criação de espaços em Realidade Virtual;Realidade Virtual
1229329519982110;Edgard Lamounier;2010;2012;FAPEMIG (APQ-01156-10) Desenvolvimento de um sistema de realidade aumentada imersiva para simulação e treinamento de usuários de próteses de membros superiores;Realidade Virtual
9832711276496155;;2016;2019;Exploração de novas formas de interação em ambientes de realidade virtual;Realidade Virtual
9832711276496155;;2016;2019;Investigação da Cinetose na Interação com Dispositivos de Realidade Virtual;Realidade Virtual
5369672706522008;Silvia Botelho;2011;2013;Hiperambientes - Robótica e Automação Pervasivas e Ubíquas em Missões Subaquáticas e Subterrâneas;Realidade Virtual
3616991101436026;Ildeberto Aparecido Rodello;2011;2013;Estratégia para o Desenvolvimento de Ambientes Virtuais Multimídia Colaborativos Educacionais Aplicados à Grade Curricular do Curso de Bacharelado em Administração;Realidade Virtual
3616991101436026;Fátima de Lourdes dos Santos Nunes Marques;2009;2015;INCT-MACC / Framework para Simulação de Exames de Biópsia;Realidade Virtual
3616991101436026;Ildeberto Aparecido Rodello;2002;2008;JRVMol - Um Ambiente Virtual Colaborativo para Visualização e Análise de Moléculas de Proteínas;Realidade Virtual
2644093939475294;Lourdes Mattos Brasil;2007;2008;SIEA-Saúde - Sistema Inteligente de Ensino Aprendizagem para a Área de Saúde;Realidade Virtual
2847901878340953;Antonio Lopes Apolinario Junior;2016;Atual;Instituto Nacional de Ciência e Tecnologia em Medicina Assistida por Computação Científica (INCT-MACC);Realidade Virtual
2847901878340953;Raul Feijoo;2008;2014;INCT-MACC Instituto Nacional de Ciencia e Tecnologia em Medicina Assistida por Computação Científica - Coordenador - Processo CNPq 573710/2008-2 e Processo FAPERJ E-26 / 170.030/2008;Realidade Virtual
2847901878340953;Delmar Broglio de Carvalho;2008;2010;DESENVOLVIMENTO DE UM AMBIENTE MULTIMIDIATICO UTILIZANDO TECNOLOGIAS DE REALIDADE VIRTUAL PARA APLICAÇÃO NA EDUCAÇÃO BÁSICA;Realidade Virtual
2302314954133011;Soraia Raupp Musse;2000;2002;CROMOS - Crowd Modeling Simulation em Cooperação internacional com a Empresa LEGION;Realidade Virtual
8962021573218552;Vania Cristina Pires Nogueira Valente;2019;Atual;Mídias Digitais, sociedade e educação;Realidade Virtual
8962021573218552;Paula Poiet Sampedro;2017;2021;O impacto dos elementos de design na construção de jogos de realidade virtual;Realidade Virtual
2084307745184382;Fernando Amâncio Aragão;2011;2012;Reabilitação do controle postural de indivíduos com seqüelas motoras por meio de jogos em realidade virtual;Realidade Virtual
4910770400206109;Andre de Souza Parente;2003;2006;Cinema, arte e tecnologia: as instalações panorâmicas.;Realidade Virtual
4910770400206109;Andre de Souza Parente;1998;2003;Visorama, a arte do Observador;Realidade Virtual
6070393252866939;;2019;Atual;Laboratório da Cidade: Estudos de dinâmica urbana e geoprocessamento em gestão pública de Naviraí-MS;Realidade Virtual
1081515399161086;Glória Elizabeth Carneiro Laurentino;2010;2015;Efeito da estimulação transcraniana por correntes contínuas combinada às técnicas de terapia de restrição e de terapia por realidade virtual na reabilitação motora do membro superior de pacientes após AVE;Realidade Virtual
1459797138770378;Maria de Fatima Queiroz Vieira;2009;Atual;Métodos e Ferramentas para apoiar o treinamento de operadores de sistemas industriais;Realidade Virtual
3653597363789712;Adelardo Adelino Dantas de Medeiros;2007;2010;MIXED REALITY - Robôs reais em ambientes virtuais;Realidade Virtual
2111322410973385;William Wagner Matos Lira;2006;2012;Rede Galileu: Projeto da Rede Temática de Computação Científica e Visualização;Realidade Virtual
2360845979410206;Maria Thereza Albuquerque Barbosa Cabral Micussi;2016;2017;Protocolo de tratamento para incontinência urinária de esforço através da cinesioterapia e da gameterapia;Realidade Virtual
7353332474621022;Angelo Roncalli Oliveira Guerra;2004;2006;Investigando Técnicas para a Simulação e Visualização 3D de Microtrincas em Estruturas Mecânicas Aplicando Técnicas de CAD / CAE e Realidade Virtual;Realidade Virtual
325284170759081;Érika Baptista Gomes;2017;2018;Efeitos da realidade virtual na funcionalidade, equilíbrio e qualidade de vida em hemiparéticos pós-acidente vascular encefálico;Realidade Virtual
325284170759081;Geórgia DanilaFernandes D'Oliveira Gonçalves;2014;2015;Análise Morfofuncional e Percepção do Processo de Envelhecimento em Idosos Participantes de Treinamento Funcional com a Realidade Virtual;Realidade Virtual
9306302347633373;Emerson de Sousa Costa;2019;2020;Desenvolvimento de jogos e aplicativos em realidade virtual e realidade aumentada para área educacional com ênfase no ensino de matemática;Realidade Virtual
7343564074829666;;2014;Atual;RESPOSTAS FISIOLÓGICAS AO ESFORÇO FÍSICO DURANTE JOGOS VIRTUALMENTE SIMULADOS PELO CONSOLE NINTENDO WII;Realidade Virtual
7343564074829666;;2013;Atual;USO DO NINTENDO WII COMO FERRAMENTA DE TREINAMENTO DA FUNCIONALIDADE, EQUILÍBRIO E QUALIDADE DE VIDA EM IDOSOS;Realidade Virtual
7343564074829666;;2013;Atual;CARACTERIZAÇÃO ELETROMIOGRÁFICA DO QUADRÍCEPS FEMORAL EM AMBIENTE VIRTUALMENTE SIMULADO PELO CONSOLE NINTENDO WII;Realidade Virtual
8670475877813913;;2004;2006;GIGA-VR;Realidade Virtual
8670475877813913;Aquiles Medeiros Filgueira Burlamaqui;2000;2004;Projeto de Iniciação Cientifica - ICSPACE, Internet Cultural Space, um ambiente 3D na web onde  artistas podem cadastrar obras., utilizando a tecnologia Java e banco de dados como Oracle e Jasmine;Realidade Virtual
5136217690821399;Maria Carolina Garcia;2020;2020;Clap Clap Virtual Celebrations;Realidade Virtual
2109581920248467;;2004;2004;RHAE - VITEC;Realidade Virtual
2109581920248467;;2001;2003;Projeto RHAE;Realidade Virtual
4791589931798048;Esteban Walter Gonzalez Clua;2019;Atual;(Cientista do Nosso Estado) Novos Modelos de Interface para Aplicações Virtuais e Pervasivas em Realidade Virtual e Realidade Mista;Realidade Virtual
4791589931798048;Esteban Walter Gonzalez Clua;2015;2017;Projeto Universal - Classe B: Ambientes Virtuais Esportivos Para Deficientes Físicos baseado em novos dispositivos de games com Realidade Virtual e Captura de Elementos Reais;Realidade Virtual
9619297279269411;Liliane Machado;2005;2008;Software de Alto Desempenho para Aplicações em Educação Baseada em Realidade Virtual;Realidade Virtual
3620084512865554;;2019;Atual;Redes Celulares de 5a Geração: Aplicações e Inovações;Realidade Virtual
3620084512865554;Bruno Schulze;2008;2009;Ciber-Infraestrutura para Rede de P&D em Medicina Assistida por Computação Científica do Rio de Janeiro;Realidade Virtual
3894563475713933;Gustavo Azevedo Carvalho;2014;2016;Análise Morfofuncional e Percepção do Processo de Envelhecimento em Idosos Participantes de Treinamento Funcional com a Realidade Virtual - AMPERV - FAPDF - 193.000.891/201;Realidade Virtual
9459123297426461;André Fagundes Pase;2020;Atual;Mapeamento das Metodologias e Pesquisas de Jogos Digitais e RV;Realidade Virtual
9459123297426461;André Fagundes Pase;2017;2018;Mapeamento das possibilidades de conteúdo interativo imersivo e limites na construção de novas narrativas;Realidade Virtual
9459123297426461;;2017;Atual;Jogos e Estruturas Interativas de Informações Ubíquas;Realidade Virtual
9459123297426461;André Fagundes Pase;2016;2017;Existe um Jogo para Cada Notícia? Relação entre Estilos de Jogos e Notícias;Realidade Virtual
2974468153414981;;2007;2009;Metodologia e Aplicativo de Banco de Dados para o Desenvolvimento Virtual de Produtos;Realidade Virtual
2974468153414981;;2003;2007;Computação Gráfica Aplicada à Infra-Estrutura Urbana;Realidade Virtual
2974468153414981;;2003;2005;Visualização Científica de Resultados em Realidade Virtual;Realidade Virtual
2974468153414981;José Luís Farinatti Aymone;2001;2007;Computação Gráfica Aplicada ao Projeto de Arquitetura e Engenharia;Realidade Virtual
970789513843822;Antonio Egidio Nardi;2006;Atual;Transtorno de pânico: alterações fisiológicas à exposição em ambiente de realidade virtual;Realidade Virtual
5940983589333179;Diana Maria Gallicchio Domingues;2007;2009;Cibercomunicação: Interatividade, Imersão, Autonomia e Mobilidade em Software Art;Realidade Virtual
1325459110950508;Tânia Fernandes Campos;2012;2013;EFEITOS DO USO DE JOGOS DE COMPUTADOR BASEADOS EM REALIDADE VIRTUAL NA REABILITAÇÃO DE PACIENTES COM ACIDENTE VASCULAR CEREBRAL;Realidade Virtual
7956240423716068;Paula Regina Mendes da Silva Serrão;2015;2016;Influência da Realidade Virtual sobre a dor, capacidade funcional e qualidade de vida em mulheres com fibromialgia.;Realidade Virtual
8984247070352397;Eleani Maria da Costa;2002;2005;Uso da realidade virtual para o entendimento da formação e propagação das discordâncias em materiais semicondutores;Realidade Virtual
5106806796941668;;2013;2015;Projeto de Desenvolvimento de uma Modelagem de Apoio à Decisão Utilizando a Realidade Virtual para Planejamento, Simulação e Treinamento de Sistemas de Abastecimento, Manufatura e Distribuição;Realidade Virtual
5005514832873485;Christian Haag Kristensen;2010;Atual;Eventos Estressores, Transtorno de Estresse Agudo e Transtorno de Estresse Pós-Traumático: Avaliação e Intervenção;Realidade Virtual
5005514832873485;Christian Haag Kristensen;2008;Atual;Uso de Realidade Virtual no Tratamento Cognitivo-Comportamental do Transtorno de Estresse Pós-Traumático;Realidade Virtual
7423190778887548;Bruno Jareta de Oliveira;2016;2020;Comunicação e sentido no audiovisual interativo para os meios digitais: Estratégias enunciativas na construção de espaços, tempos e atores do discurso.;Realidade Virtual
8294278718542621;Marcelle de Sa Guimarães;2008;2010;Ambientes Virtuais 3D na Prática Educacional de Crianças com Transtorno de Déficit de Atenção e/ou Hiperatividade;Realidade Virtual
6448889980942931;Ana Clara Mourao Moura;2007;2009;Geoprocessamento na gestão da paisagem urbana e ambiental;Realidade Virtual
3671794173189817;Christian Haag Kristensen;2008;2017;Uso de Realidade Virtual no Tratamento Cognitivo-Comportamental do Transtorno de Estresse Pós-Traumático;Realidade Virtual
5094140362201357;Franciele Marques Vanderlei;2020;Atual;Impacto de uma única sessão de terapia baseada em realidade virtual associada à restrição parcial de fluxo sanguíneo nos desfechos hemodinâmicos, autonômicos e perceptivos de idosas: um ensaio clínico randomizado controlado;Realidade Virtual
6453730824686103;Adriane Borda Almeida da Silva;2011;Atual;GAVIOTA: Grupos Académicos para la VIsualización Orientada por Tecnologías Apropiadas;Realidade Virtual
6453730824686103;Neusa Mariza Leite Rodrigues Felix;2007;Atual;MODELA II;Realidade Virtual
9004497626504668;Ana Grasielle Dionio Correa;2018;Atual;Sistema de Auto-Reabilitação Motora Baseado em Tecnologia Wearable;Realidade Virtual
9004497626504668;Claudio Kirner;1996;1998;Projeto AVVIC - Ambiente Virtual de Visualização Interativa Compartilhada;Realidade Virtual
4256854832262700;Nildo Ribeiro;2012;2015;Reabilitação virtual no desempenho motor do membro superior de indivíduos pós-AVC;Realidade Virtual
1882712230914196;;2021;Atual;HMDs optical see-through baseados em smartphone: um método de calibração automática e a percepção e interação no espaço peripessoal de realidade aumentada;Realidade Virtual
1882712230914196;Antonio Carlos Sementille;2014;2017;ARSTUDIO - Inovação na Geração de Conteúdo digital para Televisão, Cinema e Educação à Distância utilizando Técnicas de Realidade Aumentada;Realidade Virtual
1882712230914196;;2009;2011;O Desenvolvimento de um Sistema de Estúdio Virtual Aumentado para a TV Digital;Realidade Virtual
1882712230914196;José Roberto Pereira Lauris;2008;2009;Sistema de realidade virtual (RV) para estruturas dentárias;Realidade Virtual
1882712230914196;Fátima de Lourdes Santos Nunes;2005;2008;PUMA- Ferramenta para Simulação de Exame de Punção Mamária;Realidade Virtual
1882712230914196;Fátima de Lourdes Santos Nunes;2002;2008;Utilização de Realidade Virtual para Construção de Ferramentas de Treinamento em Medicina;Realidade Virtual
1882712230914196;Antonio Carlos Sementille;2001;2002;A Utilização da Técnica de Dead-reckoning no desenvolvimento de uma aplicação virtual distribuída baseada na arquitetura CORBA;Realidade Virtual
7363699118402872;Adriane Borda;2014;2016;MODELA Pelotas IV;Realidade Virtual
7363699118402872;Borda A. S., Adriane;2011;2014;GAVIOTA: Grupos Académicos para la VIsualización Orientada por Tecnologías Apropiadas;Realidade Virtual
7363699118402872;Adriane Borda Almeida da Silva;2011;2013;MODELA PELOTAS III_MODELA UFPEL;Realidade Virtual
2917658715637353;Paula Regina Mendes da Silva Serrão;2015;2016;Influência da Realidade Virtual sobre a dor, capacidade funcional e qualidade de vida em mulheres com fibromialgia;Realidade Virtual
405763452702878;;2010;2012;IN_LEARNING: O Jardim Botânico de Mafra/Portugal;Realidade Virtual
405763452702878;;2009;2011;IN_LEARNING: O Jardim Botânico do Rio de Janeiro - RJ/Brasil;Realidade Virtual
405763452702878;Aurelio Antonio Mendes Nogueira;2006;2007;Estudo de soluções para visualização e simulações do projeto: Entradas, bandeiras e os símbolos paulistas em uma visão tridimensional das obras públicas de Victor Brecheret da Escultura à Arquitetura.;Realidade Virtual
405763452702878;Cristina G Tranjam;2005;2009;Visualização da Lagoa Rodrigo de Freitas RJ ? A partir de modelagem de malhas;Realidade Virtual
405763452702878;Aurelio Antonio Mendes Nogueira;2002;2005;Uma metodologia para construção de ambientes sintéticos subaquáticos em tempo real;Realidade Virtual
1937172002316563;Veronica Teichrieb;2010;2012;Aplicação da realidade virtual na reabilitação motora;Realidade Virtual
3944886219254894;Elisiane Crestani de Miranda Gonsalez;2016;2018;Criação do protótipo de um aplicativo para reabilitação vestibular;Realidade Virtual
3860172079417937;Adriane Borda Almeida da Silva;2014;2016;MODELA Pelotas IV;Realidade Virtual
3860172079417937;Adriane Borda Almeida da Silva;2011;2014;GAVIOTA: Grupos Académicos para la VIsualización Orientada por Tecnologías Apropiadas;Realidade Virtual
3860172079417937;Adriane Borda Almeida da Silva;2010;2014;MODELA PELOTAS III/MODELA UFPel;Realidade Virtual
5327681297894962;Clynton Lourenço Corrêa;2011;2018;Os efeitos da realidade virtual não-imersiva na funcionalidade de membros superiores e inferiores de pacientes com doença de Parkinson;Realidade Virtual
4566977125542380;Josiane Medina Papst;2019;2023;Análise do desenvolvimento e aprendizagem motora na primeira infância: conhecimento do professor de Educação Física escolar;Realidade Virtual
2844974351441051;;2019;2022;Teste de Mutaçãoo Aplicado a Ambientes de  Realidade Virtual;Realidade Virtual
2844974351441051;Márcio Eduardo Delamaro;2019;2021;Estudo e desenvolvimento de técnicas de teste de software e suas aplicações;Realidade Virtual
2844974351441051;Márcio Eduardo Delamaro;2011;2013;Apoio à sistematização e automatização da atividade de teste de software;Realidade Virtual
2844974351441051;Fátima de Lourdes dos Santos Nunes Marques;2009;Atual;INCT-MACC - Instituto Nacional de Ciência e Tecnologia - Medicina Assistida por Computação Científica / Framework para simulação de exames de biópsia;Realidade Virtual
3767009717402045;Alexandre Cardoso;2018;Atual;Adequação do Sistema de Realidade Virtual da Cemig para a Integração com Recursos de Inspeção por Imagens em Tempo Real e Treinamento Conjunto das Equipes de Campo e do COS;Realidade Virtual
3767009717402045;Alexandre Cardoso;2014;Atual;Metodologias para desenvolvimento de Jogos/Jogos Sérios;Realidade Virtual
3767009717402045;;2012;2018;?DESENVOLVIMENTO DE AMBIENTES VIRTUAIS, PARA CENTRO DE OPERAÇÃO DE SISTEMAS REPRESENTATIVOS DAS SUBESTAÇÕES E USINAS DA CEMIG, ASSOCIADOS A TECNOLOGIAS DE PROJEÇÃO 3D?;Realidade Virtual
3767009717402045;Lamounier, E.;2012;Atual;Desenvolvimento do jogo improved life para reabilitação psicomotora com abordagem pedagógica;Realidade Virtual
3767009717402045;Alexandre Cardoso;2007;2009;Diversão com Ciência e Arte - A Dica e sua Imagem;Realidade Virtual
3767009717402045;Edgard Afonso Lamounier Júnior;1997;Atual;Desenvolvimento de um sistema de realidade aumentada imersiva para simulação e treinamento de usuários de próteses de membros superiores;Realidade Virtual
6105352030703632;Pedro Moisés de Sousa;2013;2013;O uso da realidade virtual para o ensino de física quântica;Realidade Virtual
6105352030703632;Pedro Moisés de Sousa;2013;2013;O uso da realidade Virtual para o ensino de História;Realidade Virtual
6105352030703632;Pedro Moisés de Sousa;2012;2013;Estudo da ENGINE UNITY 3D e BLENDER para criação do Observatório Virtual;Realidade Virtual
6105352030703632;Pedro Moisés de Sousa;2011;2011;Estudo da Realidade Virtual e Aumentada no Ensino-Aprendizagem da Física,Quimica, Matemática e Geografia;Realidade Virtual
6105352030703632;Pedro Moisés de Sousa;2010;2010;Aplicação da Realidade Virtual e Aumentada no Ensino-aprendizagem da Física e Matemática;Realidade Virtual
6105352030703632;Pedro Moisés de Sousa;2009;2009;Integração da Modelagem Tridimensional e RV com Banco de Dados;Realidade Virtual
6105352030703632;Pedro Moisés de Sousa;2008;2008;Integração da Modelagem Tridimensional e Realidade Virtual com Banco de Dados;Realidade Virtual
6816358342777216;Carlos Bandeira de Mello Monteiro;2013;Atual;CRIAÇÃO, DESENVOLVIMENTO E APLICAÇÃO DE JOGOS COM REALIDADE VIRTUAL PARA APRENDIZAGEM E CONTROLE MOTOR DE CRIANÇAS COM DEFICIÊNCIA MOTORA;Realidade Virtual
9279970444599822;;2018;Atual;X-REALITY (VR/AR/MR) - REALIDADE VIRTUAL (Virtual Reality - VR), REALIDADE AUMENTADA (Augmented Reality - AR) E REALIDADE MISTA (Mixed Reality - MR).;Realidade Virtual
4080085921666959;Flávia Roberta Faganello Navega;2011;2013;Uso da tecnologia de jogos  de realidade virtual na  concepção corporal de indivíduos com Doença de Parkinson;Realidade Virtual
4617170601890026;;2014;2015;Avaliadores de treinamento baseados em realidade virtual usando redes de probabilidade baseadas na distribuição Normal fuzzy;Realidade Virtual
3683706649252319;Ezequiel Roberto Zorzal;2022;Atual;Realidade Virtual aplicada ao ensino e treinamento médico sobre Pé Diabético;Realidade Virtual
1288178739969745;;2019;Atual;Utilização de ferramentas web para desenvolvimento de materiais didáticos em Realidade Aumentada e Realidade Virtual;Realidade Virtual
305629481310082;André Falcão Durão;2021;2022;Rewind Recife - Realidade Aumentada: enriquecendo a experiência do cidadão e turista a partir do resgate do patrimônio histórico e cultural;Realidade Virtual
543232182796499;Sandro César Silveira Jucá;2023;Atual;IMPLEMENTAÇÃO DE REALIDADE AUMENTADA E REALIDADE VIRTUAL NA OTIMIZAÇÃO DE PROCESSOS DE ENSINO DE CIÊNCIAS E ENGENHARIAS;Realidade Virtual
543232182796499;Jonathan Felipe da Silva;2022;Atual;Metodologias didáticas e inovadoras de Realidade Aumentada e Realidade Virtual nos processos de ensino de Ciências e Engenharias;Realidade Virtual
3207258034860219;Ana Raquel R. Lindquist;2012;2015;Efeitos do Treino com Realidade Virtual no Alcance de Crianças com Paralisia Cerebral;Realidade Virtual
2177644773849043;Alexandre Cardoso;2012;2014;Desenvolvimento de ambientes virtuais, para centro de operação de sistemas representativos das subestações e usinas da Cemig, associados a tecnologias de projeção 3D;Realidade Virtual
987947348533817;Luciana de Oliveira Berretta;2013;2015;PROJETO DE PESQUISA - Método para auxiliar cegos a se locomoverem em ambientes desconhecidos utilizando Realidade Virtual e Interação Natural;Realidade Virtual
5352934762312741;Fátima de Lourdes dos Santos Nunes Marques;2008;2011;INCT-MACC - Instituto Nacional de Ciência e Tecnologia - Medicina Assistida por Computação Científica / Framework para simulação de exames de biópsia;Realidade Virtual
5352934762312741;Fátima de Lourdes S Nunes Marques;2005;2008;PUMA- Ferramenta para Simulação de Exame de Punção Mamária;Realidade Virtual
8894421674850543;Fabiana Fiorezi de Marco;2010;2012;Utilização de atividades computacionais de ensino de matemática no ensino fundamental e médio;Realidade Virtual
2417304816874825;Antonio Fernando Catelli Infantosi;2010;2011;Estudo do efeito da estimulação visual dinâmica no controle postural ortostático;Realidade Virtual
3996072254298525;Luiz Antonio Luzio Coelho;2004;2005;A linguagem visual na produção de sentidos do discurso dentr;Realidade Virtual
8984999624053884;Regina de Oliveira Heidrich;2013;2017;REALIDADE VIRTUAL PARA AUXILIAR A FORMAÇÃO EDUCACIONAL DE PESSOAS COM PARALISIA CEREBRAL;Realidade Virtual
8984999624053884;Regina de Oliveira Heidrich;2013;2016;Desenvolvimento de softwares baseados em Brain Computer Interface (BCI) para auxiliar pessoas com limitações motoras no processo de inclusão escolar.;Realidade Virtual
766190838110725;Antonio Aldo Melo Filho;2012;2015;Inserção de técnicas de Design de Jogos e Realidade Virtual e Aumentada para Auxílio ao Ensino de Medicina;Realidade Virtual
3530349002004775;Sergio Antunes de Almeida;2018;Atual;Brinquedoteca na Realiade Virtual;Realidade Virtual
8901320181295016;Romero Tori;2022;Atual;Tecnologias Imersivas em Saúde e Educação;Realidade Virtual
8901320181295016;Romero Tori;2017;2020;VIDA-Odonto:  Treinamento de Anestesia Odontológica por Manipulação Direta Tridimensional Imersiva;Realidade Virtual
8901320181295016;Isaura da Cunha Seppi;2015;2016;Desenvolvimento de Projetos Artísticos em Metaversos;Realidade Virtual
8901320181295016;Fatima L S N Marques;2009;2015;INCT-MACC: Instituto Nacional de Ciência e Tecnologia ? Medicina Assistida por Computação Científica;Realidade Virtual
8901320181295016;Romero Tori;2008;2010;Interface-AR   (2008-03);Realidade Virtual
9919663948518178;Victor Hugo do Vale Bastos;2019;2020;INFLUÊNCIA DA IMERSÃO VIRTUAL EM DIFERENTES AMBIENTES SOBRE A CONSOLIDAÇÃO DA MEMÓRIA DE TRABALHO: UMA ANÁLISE DAS POTÊNCIAS ABSOLUTA E RELATIVA DA ELETROENCEFALOGRAFIA;Realidade Virtual
9919663948518178;Victor Hugo Bastos;2019;2020;INFLUÊNCIA DA IMERSÃO VIRTUAL EM DIFERENTES AMBIENTES SOBRE A CONSOLIDAÇÃO DA MEMÓRIA DE TRABALHO: INVESTIGAÇÃO DO ACOPLAMENTO CORTICAL;Realidade Virtual
9919663948518178;Victor Hugo do Vale Bastos;2017;2019;A RÉGUA DE PONTO PRÓXIMO DE CONVERGÊNCIA APLICADA EM REALIDADE VIRTUAL COMO TRATAMENTO ALTERNATIVO DA INSUFICIÊNCIA DE CONVERGÊNCIA OCULAR E SUA RELAÇÃO COM O COMPORTAMENTO CORTICAL MEDIDO PELA ELETROENCEFALOGRAFIA;Realidade Virtual
9919663948518178;Victor Hugo do Vale Bastos;2017;2019;REPERCUSSÕES CORTICAIS E O DESEMPENHO DO PARTICIPANTE SUBMETIDO A REALIDADE VIRTUAL, ANTES E APÓS REALIZAÇÃO DE TAREFAS DE PERCEPÇÃO TEMPORAL E MEMÓRIA DE TRABALHO;Realidade Virtual
9919663948518178;Victor Hugo do Vale Bastos;2016;2017;Repercussões neurofisiológicas da Eletroestimulação Transcraniana por Corrente Contínua e da Reabilitação Vestibular na Cinetose em um ambiente de imersão virtual.;Realidade Virtual
129810966268826;Suzete Venturelli;2011;2011;Som Interativo Digital-SOM-ID;Realidade Virtual
129810966268826;;2006;2009;Estética das imagens informáticas: relação entre a arte computacional, vida artificial e realidade virtual.;Realidade Virtual
129810966268826;;2003;2006;Arte e Realidade Virtual: ambientes imersivos e colaborativo;Realidade Virtual
7155249367394645;Carlos Bandeira de Mello Monteiro;2016;Atual;Realidade Virtual nas Deficiências;Realidade Virtual
7155249367394645;Carlos Bandeira de Mello Monteiro;2016;Atual;Comportamento Motor em Deficiência;Realidade Virtual
3653836933415249;Renato de Souza Melo;2019;2022;Uso de Jogos Baseados em Realidade Virtual para Melhorar o Equilíbrio e a Marcha de Crianças e Adolescentes com Perda Auditiva Sensórioneural: Uma Revisão Sistemática e Meta-Análise;Realidade Virtual
5254054475798355;Marcelo Alves de Barros;2011;Atual;Game Cultural: Inovação e Realidade Expandida na Economia da Cultura de Campina Grande;Realidade Virtual
5043080196932200;Diana Maria Gallicchio Domingues;2014;Atual;ARTE E TECNOCIÊNCIA e REENGENHARIA DA VIDA: Sistemas Enativos Afetivos em Bioarte e Softwares Sociais como Inovação Tecnológica. CNPq: Bolsa PQ1A;Realidade Virtual
5043080196932200;Diana Maria Gallicchio Domingues;2009;2010;UnB/CNPq - CIBERCOMUNICAÇÃO: interatividade, imersão, autonomia e mobilidade em software art - PQ 1B;Realidade Virtual
5043080196932200;Diana Maria Gallicchio Domingues;2007;2009;UCS/CNPq - CIBERCOMUNICAÇÃO: interatividade, imersão, autonomia e mobilidade em software art - PQ 1B;Realidade Virtual
5043080196932200;Diana Maria Gallicchio Domingues;2005;2007;Cibercomunicação: interatividade, imersão, autonomia e mobilidade em criações no ciberespaço - PQ 1B;Realidade Virtual
5043080196932200;Diana Maria Gallicchio Domingues;2000;2002;Campus Virtual;Realidade Virtual
4649814099154237;Raquel Ritter Longhi;2020;Atual;Narrativas complexas no ciberjornalismo. Plataformizacão e narratividades;Realidade Virtual
4649814099154237;Raquel Ritter Longhi;2019;2020;Interface e imagens complexas nas narrativas ciberjornalísticas;Realidade Virtual
4649814099154237;Raquel Ritter Longhi;2016;2018;Narrativas imersivas no ciberjornalismo: estudo e aplicabilidade;Realidade Virtual
4019150313777291;Fabrício Junqueira;2011;2015;Ambientes Virtuais 3D para Automação da Manufatura;Realidade Virtual
8012781178161885;Claudia Santos Oliveira;2017;Atual;Avaliação dos efeitos de intervenções terapêuticas sobre os aspectos clínicos, fisiológicos em crianças e adultos com disfunção no Sistema Neuro-músculoesquelético.;Realidade Virtual
